	Brazil	Canada	Italy	Bangladesh	India	Korea, Republic of	Lithuania	Costa Rica	Morocco	France	Syrian Arab Republic	Netherlands	Slovakia	Ireland	Argentina	Norway	Ecuador	Czech Republic	Israel	Australia	Lebanon	Singapore	Iceland	Iran, Islamic Republic of	Macedonia, the Former Yugoslav Republic of	Slovenia	Guatemala	China	Bosnia and Herzegovina	Armenia	Puerto Rico	Belgium	Thailand	Germany	Hong Kong	Poland	Spain	Moldova, Republic of	Ukraine	Georgia	Chile	Denmark	Philippines	Indonesia	Saudi Arabia	Turkey	United States	Russian Federation	Serbia	Belarus	Croatia	Finland	Japan	Switzerland	New Zealand	Taiwan, Province of China	Nepal	Bulgaria	Romania	Peru	Portugal	Estonia	Uruguay	Kazakhstan	Sweden	Mexico	Viet Nam	Azerbaijan	Venezuela, Bolivarian Republic of	South Africa	United Kingdom	Malaysia	Austria	Latvia	Tunisia	Colombia	Greece	Paraguay	Hungary	Montenegro	Cyprus
neoclassical	0.000249779491543	0.00546562559512	0.0104261191773	0.0132609058672	0.014749846562	0.00758898021637	0.00843103018209	0.00360263868942	0.0101125854443	0.00803312372869	0.0256434351344	0.0100036323297	0.0151519721694	0.0110541951658	0.00187263250833	0.00755846298463	0.0023547260458	0.0118157816451	0.0049214063663	0.0	0.0166869568868	0.00871990289024	0.0124435657287	0.0461660309719	0.0124783094046	0.00844222441693	0.00395472959938	0.00961060301399	0.0063995682219	0.0134351376155	0.00787039872604	0.0112314685887	0.00609823793437	0.00924091114207	0.00630719762553	0.00832842448684	0.00948763203397	0.0119341412207	0.00736445732947	0.0130277317881	0.00114981980436	0.00433333558676	0.00194346289753	0.00268860859994	0.0109671158289	0.0165374839175	0.00464747431902	0.00731990951668	0.00734406338246	0.0075296796227	0.00418705630988	0.00377259168275	0.00549058799871	0.0103179196519	0.00386956867738	0.0113341232511	0.00773140584517	0.00636337181104	0.00229469185567	0.000244156007813	0.00791471341525	0.00716347592705	0.00257115309074	0.00908800215419	0.00465645327551	0.00245426906942	0.0103661475659	0.0145360671201	0.00244735091997	0.00704290270838	0.00846233230134	0.00798040988141	0.00826333711691	0.00955503138368	0.0146139199521	0.00311518611132	0.0152587419876	0.000403490589175	0.0122393155567	0.00889171165449	0.0141418252111
avant garde	0.00348910727249	0.00897924204913	0.0146892014519	0.00645364085538	0.0062068146271	0.00922672366732	0.00859067099027	0.00640198631971	0.00913751507841	0.00991233776291	0.0104829026364	0.0061160578424	0.00938074985672	0.00913945064598	0.0103101592094	0.00690620983368	0.00436967618566	0.00556857057861	0.0112439248654	0.00511134218309	0.0148608370765	0.00552388561946	0.0166321861337	0.0149127743388	0.0269571272257	0.0134562789638	0.00409941482863	0.00378370197401	0.0108233661343	0.012347080696	0.00992221473633	0.0121733966746	0.00524971848186	0.00387490435363	0.00398837496908	0.00504780461281	0.0074360099983	0.00669453755203	0.006214802226	0.0312810430464	0.00876952119444	0.00439417805209	0.00120141342756	0.00159993263442	0.0055565575108	0.0172383134068	0.009654574627	0.00552776627266	0.0129718510831	0.0048137908603	0.00787442277207	0.00481743208537	0.00822064729218	0.0066956712635	0.00707265637434	0.00643304249997	0.00688978002211	0.00451062178679	0.00620416686902	0.00429242013736	0.0166153504757	0.00923914617546	0.0060279255794	0.00358471196082	0.00334838090499	0.00513782971279	0.00293965378733	0.00894603584372	0.00412325426735	0.00463688489832	0.00695857290285	0.0029412161524	0.00495800227015	0.00744612801343	0.0171172303142	0.00447071304084	0.0220543019438	0.00394787850977	0.00839581107928	0.0186831798455	0.0101536270221
screamo	0.00793049885648	0.00378975433251	0.00237258015729	0.0126125949137	0.00838464432081	0.000853471939227	0.0064155649788	0.00181754744691	0.00110574989948	0.00134229573873	0.000991908117985	0.00696032906944	0.00610301732372	0.000908023174331	0.00111076300874	0.0107334011165	0.00385606144413	0.00964041350588	0.00320504400368	0.105049222833	0.00399857268796	0.00706043238426	0.000377077749355	0.00337647720878	0.000607889297833	0.00338068829294	0.00599639894541	0.00171888175391	0.00266006148983	0.00343447532003	0.00552254956003	0.00276435416496	0.00585240519579	0.00877003668897	0.00389046912359	0.00623499025783	0.0020247448911	0.0175604994659	0.0216601686161	0.00379759933775	0.00131285395572	0.00352886298953	0.0093050647821	0.0102131038092	0.00863112874552	0.00064852878108	0.0027202478653	0.021864147577	0.0029236556672	0.0278256627094	0.00189537528431	0.0128012889024	0.0030286595287	0.00468996347816	0.00451615470317	0.00523021315812	0.0188540686833	0.0151421088369	0.0	0.0028904920925	0.0043549416105	0.0101563027968	0.00364246687855	0.0215419310322	0.0038957807557	0.00243728450838	0.00396317696835	0.00685101524103	0.00782974950122	0.00723649034827	0.00428522286107	0.00811532805354	0.00484903518729	0.00791588374045	0.00188473173985	0.00329199397169	0.00239720673302	0.00329121735484	0.0112509858339	0.00119614692495	0.00595177535863
symphonic metal	0.00198262471412	0.000104741953914	0.00172980943739	0.0251466066815	0.000455364390505	0.000192223409736	0.00806186081317	0.00826010402214	0.00273421793325	0.000123904222036	0.0887392325764	6.87197510382e-05	0.0130807669492	0.0	0.000469938196007	0.0020718629501	0.00164356717291	0.0164547077198	0.00719821358203	0.0	0.028378321649	8.4510072064e-05	0.0	0.0323370641322	0.0154956508284	0.0105029248652	0.00658317793068	0.00250805387992	0.00939695634993	0.0285733208443	0.000459361793348	8.19067900729e-05	0.000166531855165	0.00551315505503	4.12235138923e-05	0.0118446689927	0.00012542667467	0.0258480975358	0.0216851611183	0.0116204470199	0.000283164578685	0.000277171230978	0.000353356890459	0.00108867596552	0.000790113278197	0.00284515852345	5.53270752264e-05	0.0204702583872	0.00806250436553	0.0223613595707	0.00765903921704	0.0199077988164	0.00519808164584	0.000329295308041	0.000109422250517	0.000215432120929	0.00632869614007	0.0311572412455	0.0226555291147	0.000141768004537	0.000841400608397	0.00421892045839	0.000635646180766	0.0199515306552	0.00117299968009	0.000832243490667	0.00564127892792	0.0173856923001	0.00774107736644	0.00374269437121	0.000108113420807	0.000182139532374	0.00441316685585	0.0080957901891	0.0157834201599	0.000210485548062	0.00725415602689	0.0021677729693	0.00739749822799	0.00757912564835	0.011995116492
baroque	0.00339543996316	0.00456103599314	0.00984951603146	0.00424348987751	0.00722643489279	0.0075659134072	0.00557745073584	0.00861712227064	0.0112987535183	0.00928249130089	0.0247663795354	0.00864887152352	0.00948129379946	0.00565540520534	0.00591694910427	0.00712682487003	0.00622659102043	0.00775323516287	0.00558693462936	0.0	0.0104319717896	0.00522425900032	0.00948809147702	0.025292315388	0.00670888734153	0.00521347717086	0.00845604784258	0.00580527988584	0.0049731584375	0.0150057241255	0.0074518690921	0.00857973626014	0.00386195302216	0.00801467558712	0.00464279825212	0.0054103040464	0.00934428726292	0.0090611072231	0.00596487720351	0.0114134933775	0.00432469538356	0.00381955476836	0.00237926972909	0.00242395808898	0.00680184474274	0.0176253386471	0.00510853327924	0.00641985535413	0.00611672670305	0.00565132541877	0.00215383555035	0.00426709630079	0.00274224705818	0.0100784321552	0.00356119688047	0.00782736706043	0.00505800617192	0.00790571345426	0.0	0.00411914813181	0.00736918994388	0.00448924030469	0.00693497125308	0.00886080210034	0.00432232609391	0.0070401005486	0.00881301064583	0.010068013702	0.0031655952117	0.00472906948874	0.00453093518109	0.00384516790567	0.00840862656073	0.00642665813777	0.00866010071233	0.00704705614912	0.0108186982125	0.00666946209166	0.010162824826	0.0065629300307	0.00886153220063
fusion	0.00344227361782	0.00557036754904	0.00865849969752	0.0397827176016	0.013255063454	0.00818102831835	0.00388126714891	0.00867392062835	0.0191998391637	0.0125659531849	0.011057165231	0.00530123793723	0.00537910093606	0.00468816312834	0.00788926547236	0.0041341339421	0.00929247593912	0.0032537557638	0.00917728446955	0.0	0.014441039419	0.00408721439437	0.0088154663025	0.014412555493	0.0154293356323	0.00642900554585	0.00424410005787	0.00318912023524	0.0053490366915	0.00874230081462	0.0076866540087	0.00792448193955	0.00563036272224	0.00295277521631	0.00318966938742	0.00296343286964	0.00671032709485	0.00232052745957	0.00281582192009	0.00760554635762	0.0115153595332	0.00440093832602	0.0016136631331	0.00288709648316	0.00339233418356	0.0147174192739	0.00570790992752	0.0024213846497	0.00912020914615	0.00224426736055	0.00507443655662	0.00247252309018	0.013644202585	0.00685532959467	0.00525226802483	0.00563115627207	0.00802845025331	0.00426811523911	0.0181268515371	0.00439480814063	0.00778526716781	0.0035720836833	0.0108702639003	0.00165771891146	0.00191945402197	0.00562188970226	0.00210655352372	0.00605669463337	0.00407005098648	0.0033278637143	0.00404933903386	0.00278606025446	0.00334165720772	0.00401791068644	0.018286730522	0.0142709201586	0.00966178539788	0.00329912893502	0.00591001207959	0.0143220069863	0.00939057889918
nu metal	0.00679087992632	0.00459912397639	0.00683416515426	0.013585061344	0.0081371636738	0.00545914483649	0.00827138937391	0.00856032391292	0.00340772014475	0.00509039845533	0.00881232054294	0.00421153902791	0.00944107622236	0.00455985550588	0.00513371877759	0.00587987031673	0.00663748281366	0.00915699836383	0.00675160908971	0.00945294459224	0.00766130724991	0.00160569136922	0.00439244621546	0.00826403218075	0.0079246659372	0.00738813340424	0.00925181660343	0.0011188947266	0.00840425224322	0.00808000529836	0.00820726404116	0.00526251126218	0.00438533885267	0.00920167160431	0.000984211394179	0.00899904843899	0.0053127155771	0.0141073336034	0.014337365457	0.00772971854305	0.00656426977862	0.00334633559352	0.0018492343934	0.00291717040486	0.00406221283247	0.00617148356189	0.00363314460653	0.0152451651958	0.0072343015656	0.0167832167832	0.00671996691709	0.0083188438163	0.00464353835185	0.00421098848464	0.00614754098361	0.00144219836511	0.0136970477086	0.0163158405277	0.00145694720995	0.00508002016256	0.00808114430483	0.00846680375745	0.00522801128451	0.0144650700954	0.00340525361675	0.00586816583725	0.001481728326	0.010584322097	0.0100376856573	0.0086561330408	0.00527790063394	0.00383167608845	0.00761861520999	0.0116339503458	0.00692034833709	0.00681973175722	0.00745218614831	0.0068118705349	0.0101129091835	0.00479517307082	0.00878014040085
minimalism	0.00033564119176	0.00503713578366	0.00893262250454	0.00976395587556	0.010275396464	0.00672781934075	0.00760289348965	0.00457632482169	0.010615199035	0.00803312372869	0.0188566953798	0.00913972688808	0.012115545099	0.00885322594972	0.00229272877446	0.00611007731118	0.00401409674921	0.00928714859438	0.00426463505407	0.0	0.0143570798875	0.00651495828276	0.0114652018385	0.0298359699035	0.0127988328525	0.00666641343159	0.00417175744325	0.00582149575144	0.00491533101381	0.0111927942248	0.00714562789653	0.0101666803178	0.00430603796926	0.00762228020954	0.00510656278341	0.00608999048439	0.010383536853	0.00827838962761	0.00404045453031	0.0123551324503	0.0020851209885	0.00329901367603	0.000912838633687	0.0011608533776	0.00888877437972	0.0151149046558	0.0046105896022	0.0030904514608	0.00607681331511	0.00351276630346	0.00318767661452	0.00293512418447	0.000682514823369	0.00882112279721	0.0023674996021	0.00949098177205	0.00543756291566	0.00456882335823	0.00460152493808	0.000244156007813	0.00742466690707	0.00795512690551	0.00286397885941	0.00441777882495	0.00369672626453	0.00287888309527	0.00833695335234	0.0129275678896	0.00187984925737	0.00489500175151	0.00522875816993	0.00501895600318	0.00738251986379	0.00843561348099	0.0140726636575	0.00376348159935	0.013747459482	0.000593368513493	0.00975351655702	0.00761088176141	0.0120358123919
acid jazz	0.00244315565165	0.0044277280518	0.00707047791894	0.00294686797049	0.00466253538973	0.00814258363641	0.00673484659516	0.00645067062632	0.00852432649779	0.0112133320943	0.00255807883059	0.00681307246007	0.0118641852422	0.0058626713647	0.00468514140868	0.00275289197537	0.0072538205035	0.00763238137736	0.00641884495819	0.00184332419549	0.00963435624029	0.00255835036339	0.00628802625276	0.00393922341024	0.0169656376759	0.00851819494036	0.00727445180374	0.00112970530367	0.00951261119732	0.00775831890475	0.00454257773422	0.00690064706364	0.00507525653836	0.00514037944633	0.00253524610438	0.00547374144728	0.00533959272167	0.00660245312903	0.006214802226	0.0102752483444	0.00603226360048	0.0028798766926	0.00170789163722	0.00792147097566	0.00182928400278	0.0136923253941	0.00295077734541	0.00595788065123	0.013091591247	0.0055130915596	0.00746950168861	0.0029431000654	0.00984771388004	0.00827229728381	0.00621717332484	0.00271683841394	0.000767364721026	0.00934135221651	0.00236753921616	0.00566284418121	0.00723974369643	0.00678695899827	0.00443523908153	0.00544438647571	0.000966836099954	0.00819505069891	0.000946163870822	0.0108524053021	0.0082021724673	0.00723649034827	0.0061821219716	0.00195631349586	0.00495800227015	0.00523727661616	0.0196881977132	0.00853729382941	0.00997446453697	0.00309342785034	0.0107019137657	0.0187043505875	0.00548377250992
art pop	0.0037154699367	0.00750333269853	0.00742967332123	0.0037916367887	0.00416757409571	0.00625110528461	0.00804190571215	0.0042517627776	0.00756936067551	0.00775433922911	0.00517880448969	0.00492818786017	0.00752068691622	0.00909010156042	0.00332516875053	0.00844092313005	0.00278932313479	0.00546630968318	0.00843294364902	0.00119512228059	0.00847991268209	0.00605399425332	0.0116282624869	0.0048354488422	0.0106546415111	0.00773949707513	0.00288566651662	0.00404856111219	0.00787416752605	0.00426707539761	0.00690063494008	0.00810877221722	0.00494044503656	0.00370813631815	0.00352976337703	0.00857311160451	0.0057965041794	0.00490809974585	0.00436535705955	0.0103890728477	0.00411875750815	0.00391419860333	0.00372791519435	0.00250816506974	0.00624361253532	0.00697691446742	0.00864024491452	0.00390288973142	0.00913018749314	0.00405757033664	0.00629781514922	0.0040278198727	0.00510667341056	0.00585746502485	0.00917157408881	0.00451809031393	0.0036800501675	0.00494713357261	0.00475936088582	0.00373322411946	0.0116871469122	0.00835095239474	0.00250687426347	0.00449351217624	0.00588632566737	0.00493401498038	0.00399293054919	0.0057588244055	0.00553314121037	0.00599199837755	0.00738119809327	0.00401381562083	0.00508513053348	0.00763602926478	0.00817683616365	0.00333409108131	0.00868205742874	0.00408237537283	0.00582016392297	0.0093257118662	0.00529046698545
noise	0.00258365661564	0.0106170253285	0.0110121748336	0.00264235828021	0.00469223306737	0.00528998823593	0.00625592417062	0.0042598768287	0.00613188580619	0.00557568999164	0.00269381362569	0.0036617810196	0.00590192943826	0.00806364058074	0.00506251602062	0.00434515702035	0.00271030548224	0.00534545589766	0.00753973466439	0.00502356484045	0.00462826917426	0.00467878489882	0.00888680533616	0.00404343566977	0.0167998496856	0.00996163488566	0.00222654491673	0.00319993081231	0.00771996106287	0.00287625481347	0.0095853494212	0.00719755917766	0.0048532140648	0.00306068394514	0.00284442245857	0.00331686981739	0.00815273385356	0.00334266455486	0.00369055949882	0.0120964403974	0.00852067959499	0.00284607532297	0.00174911660777	0.00310362871939	0.00441432853254	0.00385979226159	0.0132231709791	0.00426131838022	0.00849157328597	0.00364286875915	0.00843442001516	0.00878144491059	0.00562465341044	0.00402139421638	0.0103951137991	0.00309384462557	0.00323448355529	0.00245416626249	0.00602204846778	0.00627717220087	0.0165783658336	0.00592772805823	0.00359961432704	0.00334068227335	0.00293605374471	0.00653056371758	0.00163049623022	0.00547088318523	0.00424739525604	0.00595512454138	0.00612315101479	0.00215869075406	0.00424971623156	0.00566705313237	0.00759691870524	0.00382241755281	0.0154359268331	0.00580709985205	0.00587007956553	0.00874351646025	0.00343880354054
speed metal	0.0048082552122	0.00242810893163	0.00523669086509	0.01032386079	0.00673147359876	0.00234512559878	0.0058867548017	0.00913642154118	0.00310615199035	0.00213734783013	0.0113495170974	0.00164927402492	0.00657557385455	0.00162851982353	0.00394463273618	0.00460413988912	0.00451190796024	0.0060147999405	0.00637506020404	0.0212893816424	0.00804962008312	0.000314992086784	0.00354656910205	0.010858917443	0.0108867446975	0.00657145027729	0.00601247508199	0.000551339430499	0.0110835895409	0.00759747570795	0.00620648823013	0.00276435416496	0.00321168577818	0.00460083580215	0.000510140984418	0.00629842765871	0.00432722027612	0.00803897012781	0.00850578159885	0.00373551324503	0.0059550368972	0.00106136300643	0.000535924617197	0.000703729767769	0.000669878648906	0.00628654511982	0.000673146081921	0.00717653805716	0.00703473462586	0.00695234997561	0.00707319594734	0.0105760181212	0.00570387388101	0.00176622028858	0.00205912780519	0.000365037760463	0.00913411555027	0.0150645067417	0.0080617745617	0.00233917207485	0.00571412720868	0.00387136637028	0.0036638931543	0.00394654908363	0.00292183556677	0.00422066341695	0.000785494534267	0.00757583279551	0.00594103303037	0.00362285440366	0.00179861418252	0.000431738150812	0.00323269012486	0.00457761963779	0.00649507553425	0.00474013454236	0.0102246078482	0.00910622878708	0.00601982649323	0.0053350269927	0.00514803133584
rockabilly	0.0037154699367	0.00614168729766	0.00390388687235	0.00243607752227	0.00311825615237	0.0022528583621	0.00734347717635	0.00397588504012	0.0032167269803	0.00360354779089	0.00206734534064	0.00495763918204	0.00640464915191	0.010106692723	0.00343909316169	0.00836418746523	0.00455931855176	0.00529897367247	0.00346775252857	0.000465895126332	0.00237185676504	0.00165947050598	0.0047593326743	0.0110152358323	0.00530521569018	0.00562181873433	0.00272490515079	0.00165942358003	0.00527193345991	0.00511859820423	0.00238868132541	0.00661397329839	0.00199045217364	0.0103298083149	0.00137068183692	0.00784811273732	0.00621757944436	0.00723783564772	0.00605651637842	0.00554635761589	0.00507122018191	0.014676554694	0.000771495877503	0.000992439416085	0.00178634306375	0.00385979226159	0.00561569813548	0.00617293784051	0.00658570901145	0.00653764839811	0.00634950720243	0.00564692370272	0.00354663952858	0.00494940826631	0.00351145949387	0.000807870453485	0.00311896628546	0.0050732369774	0.0588849497353	0.00398525612753	0.0045583571422	0.00443131462334	0.00336392529372	0.00614281627089	0.00551665304091	0.00457733919867	0.00150553119068	0.00565953432954	0.00307692307692	0.00389018971589	0.0127770406408	0.00122775536637	0.00874460839955	0.00528725062967	0.00355682707828	0.00403290310087	0.00710823909532	0.00372635426474	0.00729766694287	0.00409653858368	0.00730491402991
experimental rock	0.0028412417163	0.0053513616454	0.00742967332123	0.00455782246103	0.00435565938744	0.00385984606749	0.00563731603891	0.00524167701208	0.00477482911138	0.0049974702888	0.00492821717567	0.00437842985186	0.00523833941624	0.00667199636791	0.006322804819	0.00479597905116	0.00391137380091	0.00470400118994	0.00805639476334	0.0092638857004	0.00515301624617	0.00339576835021	0.00832628435739	0.00521061297651	0.0116604219857	0.00742611866596	0.00344029322873	0.00232427406975	0.00703566988251	0.00554435960754	0.00623711234969	0.00666516504218	0.00324340613154	0.00383566481587	0.00178291697584	0.00367030676515	0.0055008555891	0.00485284909205	0.00419874037789	0.0102131622517	0.00594645615239	0.00269058902267	0.00203769140165	0.00170819875253	0.00496397255215	0.00537651279798	0.00593843940763	0.00387102940708	0.00743386850534	0.00383802244267	0.0061944310428	0.00345355644531	0.00432665646957	0.00435068952442	0.00622712080216	0.00251935896976	0.00360578906547	0.00398680764381	0.0039944636006	0.00431604813811	0.00979168400322	0.00465336306852	0.00599221511981	0.00334909709016	0.00304979916824	0.00569832022691	0.00237433575131	0.00490492975227	0.00454001330082	0.00467375873449	0.00515995872033	0.00223289574873	0.00443132803632	0.00504737536481	0.00598281511265	0.00443703535315	0.00957840429413	0.00439092699985	0.00470205352954	0.00889171165449	0.00386611048937
groove metal	0.00282563049808	0.000142829937155	0.00287356321839	0.0158934412542	0.00607812469065	0.000438269374197	0.00381142429534	0.00593948540688	0.00111580217129	0.000165205629382	0.0171025841817	2.94513218735e-05	0.00544948169598	0.000167786890909	0.0019580758167	0.0049590423389	0.00244954722885	0.00596831771531	0.00682166469635	0.0	0.00595063179547	0.0	0.00170194551736	0.0140582338106	0.010942007361	0.00584973030464	0.00429232846762	0.0	0.0122497759187	0.00979251227612	0.00274596272024	0.000122860185109	3.17203533647e-05	0.00524828817517	2.57646961827e-05	0.00680592686574	0.00175597344538	0.0123024789127	0.00959712086374	0.00533940397351	0.00309764887592	0.00168330820765	0.0	3.00739216995e-05	0.00063552589768	0.0025522745578	7.37694336352e-05	0.00614904259725	0.00583733298742	0.0086843389169	0.00595320146116	0.0141492127806	0.00118221317619	9.97864569821e-06	0.00120364475569	0.0	0.0191923692592	0.0187797070521	0.0690957214317	0.000677336021675	0.00650005085388	0.0038424035296	0.00217119594329	0.00510779380333	0.00213272669107	0.00208910100718	0.0	0.00678151218786	0.00546220350255	0.00455391876694	5.89709568038e-05	4.7221360245e-05	0.00435868331442	0.00813576939991	0.00533524061742	0.00238269640406	0.00790035958101	0.00296684256747	0.00832592917969	0.00545146607389	0.00542272866009
rock n roll	0.00420722331067	0.0046086459722	0.00507599818512	0.0038211054684	0.00514759745788	0.00250659326295	0.00522823646795	0.00410570985776	0.00402090872537	0.0049974702888	0.00280866614461	0.00489873653829	0.00628399642064	0.00500399727593	0.00870097690183	0.0061772210179	0.00399039145345	0.00491781942585	0.00507903148124	0.00241050087102	0.00357877503044	0.00225872374426	0.0047593326743	0.00560661956273	0.00485206184997	0.00659993922358	0.00374573982381	0.00252426974552	0.00445271162428	0.00495775500743	0.00377697474531	0.00492464575313	0.0025217680925	0.00517961898409	0.00220545799324	0.00486655489601	0.0062713337335	0.00465947180375	0.00549835049485	0.00428394039735	0.00362107430925	0.00563806845453	0.00136631330978	0.00310362871939	0.00252492721511	0.0043827993431	0.00414030946277	0.00745531589512	0.00482951994173	0.00548869734916	0.00477289957957	0.0051763467275	0.00654482964552	0.00485960045503	0.00439678497533	0.00165763048604	0.00471970559599	0.00469492676302	0.000947015686465	0.00363871211644	0.00419775688145	0.00434442610131	0.00724208120559	0.00467863814605	0.00359719901895	0.00391494131834	0.00213630710456	0.00462691753959	0.00332520505431	0.00435111266801	0.00553344144675	0.00193607577005	0.00486719636776	0.00476752088914	0.00398209988112	0.00403290310087	0.00545103965814	0.00517417343766	0.00512134492707	0.00374722134011	0.00549394648489
funk rock	0.00509706274929	0.00447533803085	0.00466954022989	0.00407650069251	0.004474450098	0.00339850988413	0.00813170366675	0.00503071168342	0.00458383594692	0.00521430267736	0.0036648394675	0.00490855364558	0.00552991685016	0.00449076678609	0.00539004870269	0.00420127764882	0.00472525562211	0.00505726610144	0.00676912299137	0.0	0.00408253221947	0.00308845899725	0.0046268458975	0.00409554179954	0.00586889485726	0.00467218719137	0.00419587164813	0.00194049858381	0.00469365922299	0.0044184572299	0.00470590637186	0.00499631419445	0.00357646984187	0.00467931487767	0.0019323522137	0.00486655489601	0.00437201551707	0.00453055361155	0.00414875537339	0.00499793046358	0.0112750986786	0.00313000682788	0.00302120141343	0.00300137738561	0.00340951055918	0.0046233826006	0.00457370488538	0.00387899448816	0.00500913018749	0.00390307367052	0.00437659383831	0.00352533937373	0.00356492117563	0.00496936555771	0.00555069234442	0.00223810036743	0.00453817845768	0.00559705112038	0.0	0.00453657614517	0.00490971124241	0.00486575723347	0.00466378602293	0.00410643060301	0.00282941741016	0.00428860166109	0.00211250423989	0.00469642059276	0.00499224118821	0.00442486034035	0.00445230723868	0.0032515279483	0.00419523269012	0.00495742214049	0.00468766612219	0.0051274279508	0.00545103965814	0.00464409756561	0.00494164861384	0.00505980734625	0.00523959711059
alternative pop	0.00531561980439	0.00431346410208	0.00363921657592	0.00358535603077	0.00382110118989	0.00490554141646	0.00454976303318	0.00296974270344	0.00503618817853	0.00642236884222	0.00664056382146	0.00517361554244	0.00492665319378	0.00422428172406	0.00214320298482	0.00683906612696	0.00286834078733	0.00497359809609	0.00318753010202	0.00253203873006	0.00492212753453	0.00515511439591	0.00464722847854	0.00421017528502	0.00375786111387	0.00303882093748	0.00286155231175	0.00421612505676	0.00403828175448	0.0032074025716	0.00455278577408	0.00747399459415	0.00409985567239	0.00373756597147	0.00422541017396	0.00443155557569	0.00416595740868	0.00395042174666	0.00328234862874	0.00425289735099	0.00410159601853	0.00325845203248	0.00472320376914	0.00434868907775	0.00652702273293	0.0116107572097	0.00386367408664	0.00301080064995	0.0043904726743	0.00310619612945	0.00279137087325	0.00397198870615	0.00602075576329	0.00473985670665	0.00602817125577	0.00474549088602	0.00301170024919	0.00348239402464	0.00103200427371	0.00317402810157	0.00397584902869	0.0051843484809	0.00251401635539	0.00431680102324	0.00570148935414	0.00388946447679	0.004409480681	0.00428933128134	0.0048326313456	0.00376113128929	0.00387242616345	0.00490427555687	0.00342338251986	0.00442769759725	0.00440737268395	0.00282050634403	0.00374172703111	0.0031092510107	0.00411304894728	0.00565258812321	0.00451724488758
orchestral	0.00153770499481	0.00279946676823	0.00387552934059	0.0041845525181	0.00687996198697	0.00365224478498	0.002634073335	0.00301031295895	0.00561921994371	0.00502844634431	0.0152127381885	0.00320037697692	0.00840547361224	0.00461907440855	0.00185127168124	0.00469046751204	0.00187271836528	0.00821805741484	0.00251324488813	0.0	0.0120901725368	0.00286565971635	0.00560520978772	0.0189770524605	0.00633310123015	0.00436830509762	0.00218635457527	0.00585392748265	0.00399973013869	0.00808000529836	0.00376676670546	0.00420796134	0.00207768314539	0.00455178637996	0.00213331684393	0.00524717930128	0.00654906422742	0.00718258499392	0.00449865040488	0.00615687086093	0.0017847949202	0.00194695889077	0.000624263839812	0.000781921964188	0.00429409390325	0.007384859991	0.00276635376132	0.00508968681301	0.00347246475149	0.00392746788096	0.00298090840168	0.00291119654166	0.00553324517517	0.00418105254755	0.00201933789591	0.00420092635812	0.0019720448207	0.00463672519158	0.0	0.00144130804612	0.0043272031289	0.00236529865516	0.00136413955648	0.00779212036554	0.00241709024988	0.0020466396046	0.00533779240332	0.00845951447153	0.00247395256041	0.00319880528771	0.00297803331859	0.00245551073274	0.00379568671964	0.00304841482429	0.00490030252361	0.00191120877641	0.00677471468029	0.00193833714408	0.00673861174615	0.00494336826506	0.00488350798657
industrial rock	0.00270854636142	0.00408493620263	0.00428198729583	0.00484268636484	0.00431606248391	0.00266037199074	0.00512846096283	0.00480351825256	0.00333735424206	0.00391330834598	0.00380057426259	0.00273897293424	0.0052182306277	0.00398740611336	0.0031685226852	0.00385596715714	0.00317650963225	0.00457385095939	0.00430841980822	0.0	0.00430292598967	0.00142130575744	0.00413766395239	0.00658621480231	0.00894149894448	0.00542239611031	0.00380200630185	0.0013080798253	0.00662124001272	0.00521321184941	0.00499173148772	0.00371652059956	0.00210147341041	0.00427710961565	0.000638964465331	0.0042956182881	0.00365529166181	0.00804817857011	0.00834749575127	0.00617756622517	0.00361249356444	0.00209568491715	0.000859835100118	0.000396975766434	0.00272245553466	0.0045187811843	0.00388211644505	0.00758275719247	0.00500913018749	0.00820458611156	0.00403198015025	0.00401984399177	0.00260818164645	0.00350250464007	0.00481457902276	0.00124471892092	0.00265689720613	0.00914734697837	0.0	0.00255970008191	0.00475252651337	0.0054932854481	0.00297111023819	0.00769114256383	0.00230334482636	0.00377906483007	0.000946163870822	0.0062155587549	0.00436266903126	0.00551263850735	0.00365619932183	0.00154481307087	0.00427695800227	0.00557709990805	0.00599248040362	0.00368770680205	0.00672260149044	0.00433554593859	0.00500154738492	0.00498570974913	0.00454776681249
