	Brazil	Canada	Italy	Bangladesh	India	Korea, Republic of	Lithuania	Costa Rica	Morocco	France	Syrian Arab Republic	Netherlands	Slovakia	Ireland	Argentina	Norway	Ecuador	Czech Republic	Israel	Australia	Lebanon	Singapore	Iceland	Iran, Islamic Republic of	Macedonia, the Former Yugoslav Republic of	Slovenia	Guatemala	China	Bosnia and Herzegovina	Armenia	Puerto Rico	Belgium	Thailand	Germany	Hong Kong	Poland	Spain	Moldova, Republic of	Ukraine	Georgia	Chile	Denmark	Philippines	Indonesia	Saudi Arabia	Turkey	United States	Russian Federation	Serbia	Belarus	Croatia	Finland	Japan	Switzerland	New Zealand	Taiwan, Province of China	Nepal	Bulgaria	Romania	Peru	Portugal	Estonia	Uruguay	Kazakhstan	Sweden	Mexico	Viet Nam	Azerbaijan	Venezuela, Bolivarian Republic of	South Africa	United Kingdom	Malaysia	Austria	Latvia	Tunisia	Colombia	Greece	Paraguay	Hungary	Montenegro	Cyprus	PCA1	PCA2	PCA3	PCA4	PCA5	PC1_sum	PC2_sum	clusters_kmeans
reggae	0.379683594508	0.320963131734	0.21903947835	0.208773059622	0.153684629525	0.429576546281	0.700548318173	0.495214945333	0.346987897832	0.380832354395	0.231593925719	0.329942106337	0.608383898821	0.37594780206	0.506218131575	0.294630598628	0.492549396963	0.664315663943	0.224662760878	0.0874692720032	0.149866606889	0.497791106621	0.417892067335	0.262882659849	0.292078317193	0.244093562232	0.509578821444	0.427269504451	0.220922980629	0.127476762805	0.399880136794	0.375182005423	0.482475893153	0.820197535762	0.422922493086	0.721235066983	0.338028864279	0.263527297166	0.304222280384	0.237659353886	0.466210262872	0.519629272602	0.493018279298	0.437633440255	0.504202395456	0.352906227368	0.338882099462	0.304857630367	0.238763397074	0.314754128093	0.238075867292	0.167464992465	0.364514479028	0.324811572978	0.818208641362	0.44935707989	0.23531180333	0.243271250873	0.109916754055	0.509108506552	0.263713817875	0.694571405434	0.473928692997	0.309404162081	0.444457866216	0.378037157327	0.460402005048	0.145755231175	0.446227780757	0.746998037331	0.340644040875	0.491887304115	0.77472052279	0.721954441585	0.276324973561	0.483538006382	0.275165330457	0.409021497358	0.741720163222	0.264396401706	0.750771515143	0.153198517174	0.0197271672908	0.187186603458	0.039323465239	0.26300770121	3.72419922869	-0.552447479615	2
oldies	0.279657764305	0.345076094985	0.220991985865	0.177513791361	0.136662097442	0.469489504423	0.767680797178	0.291720231047	0.301983242464	0.3628530617	0.210846359087	0.330222520027	0.691041277208	0.443926262027	0.414823064011	0.314465443994	0.336828369909	0.765405129865	0.22242187029	0.135066448498	0.135018603919	0.471627603776	0.515822276735	0.285174589373	0.281434184983	0.230641475838	0.311392243322	0.447834202018	0.193159149289	0.133775424417	0.2848418116	0.403841108846	0.466373286454	0.717939296865	0.419046630766	0.740691812021	0.341706934533	0.254010926813	0.276237018673	0.235330028067	0.31281867597	0.641202808315	0.418793996463	0.382190350759	0.428802278325	0.395332351077	0.380620756887	0.297356517649	0.235448409756	0.296171429465	0.22528868958	0.0865147158569	0.360459045242	0.34103737672	0.66210980923	0.390414886024	0.215265207023	0.21246926878	0.17324608562	0.343384293766	0.258730321808	0.697865943125	0.312472753408	0.294101484135	0.54238459496	0.318012248295	0.484134262468	0.140398027787	0.263917917792	0.667663883004	0.448149330724	0.440771872214	0.736840104194	0.738827215359	0.229918533924	0.296054669711	0.294502706225	0.329227475603	0.751959371814	0.272739794472	0.870253400304	0.0942911513241	0.154411286766	0.102962972506	0.177217082989	0.0922925765747	3.53980181454	-0.778758891352	2
indie folk	0.264111229893	0.355021939977	0.23170411192	0.239163776064	0.157689978634	0.468673851585	0.764808822548	0.293063253286	0.347413078727	0.375018709739	0.269625197499	0.360391368264	0.655339163282	0.409110909076	0.403571413704	0.324404064629	0.321535737264	0.706649501465	0.234993928163	0.0999450152131	0.158973775583	0.584724207503	0.447904738465	0.28976437582	0.277404165087	0.237419915279	0.300316821493	0.484562194132	0.202493590023	0.120388840034	0.283334128965	0.418751154285	0.534907988053	0.787727873049	0.501480066496	0.714063227558	0.359555373347	0.24940290158	0.270687023253	0.239536111165	0.314307142031	0.405508498248	0.517161993909	0.483505723028	0.591344175698	0.429214730523	0.374574761914	0.272710889793	0.234486538876	0.284437698428	0.213924335996	0.0807160489145	0.304914015324	0.373465547951	0.767346078337	0.590386993043	0.253367084317	0.218240161201	0.287933403244	0.343126789575	0.288101842874	0.761261212414	0.307687726279	0.287583830703	0.462993230368	0.312268884668	0.556084634849	0.136506606018	0.300149863536	0.800623262957	0.351024903152	0.563598191154	0.823671755139	0.782159804201	0.253555003306	0.297407877495	0.286948167147	0.326610610078	0.754361734457	0.286948598276	0.749801781219	0.0516571643883	0.223082161084	0.151814844472	0.22619959319	0.0871190708085	3.65991283459	-0.881604919667	2
grunge	0.399405803581	0.363168522713	0.261551117677	0.260230959651	0.180546424355	0.432252651888	0.771928987684	0.460783335686	0.316909738555	0.349214139581	0.267159267561	0.303766287142	0.720208688693	0.388314890679	0.518165274286	0.289692070843	0.452328840854	0.743826478656	0.270179223939	0.102585081097	0.136795657675	0.437259671145	0.428957136254	0.286906893292	0.312491892698	0.255599168212	0.466767082348	0.362370849753	0.242434875566	0.136535083449	0.370665206399	0.383399599321	0.465844418498	0.736858725711	0.344804961205	0.78443767423	0.367717368343	0.295446383068	0.312675173842	0.258544536224	0.477712928507	0.376033259346	0.470263567591	0.419414175115	0.477944831637	0.394625662288	0.387828406261	0.315901415519	0.258573146816	0.326116161689	0.25658024604	0.137966859439	0.340866179729	0.288254373094	0.839812977391	0.376818786657	0.323863550157	0.28776263123	0.21769316948	0.45592971979	0.303167726986	0.743387295113	0.427623084401	0.313608697554	0.389695531958	0.401251745129	0.394731652315	0.165309636182	0.423376888277	0.918507009349	0.327052263203	0.501011443827	0.77482912195	0.812142760863	0.244280749347	0.441096947492	0.304136646764	0.471318648861	0.772239850986	0.288685947774	0.842148152719	0.244907629348	0.039214261183	0.138574676846	0.117302607238	0.21261510619	3.79318126181	-0.513857278748	2
techno	0.218371948535	0.276890925929	0.209548029633	0.177898451504	0.128037344202	0.387534213199	0.700931205954	0.256754712974	0.28468325933	0.343331393702	0.219069796389	0.277529286897	0.62718025713	0.358982678621	0.378058014486	0.270003259557	0.304595400325	0.660324971592	0.206783262344	0.198518509977	0.133431319552	0.420797893721	0.402487740055	0.270572529228	0.286586805239	0.216187970942	0.294224880637	0.371466926434	0.191921623964	0.125204001451	0.251959920188	0.36136199005	0.419959369867	0.716794327975	0.367974302302	0.637829745365	0.314230721229	0.258805016059	0.286448638454	0.288240292474	0.292732523413	0.337835269149	0.386679688575	0.349531051222	0.421060712669	0.346339731922	0.299840458487	0.294228056728	0.2194774653	0.299275302402	0.199380610784	0.113257150854	0.436657562451	0.285720736576	0.651455047636	0.406585459709	0.18912374873	0.208093083927	0.287933403244	0.315538697076	0.258623479716	0.680495683243	0.283404023657	0.29267397205	0.361974535853	0.307275046608	0.386826933425	0.153143266892	0.259602836828	0.662850947433	0.301949578365	0.424757945202	0.720893375203	0.678041642649	0.243424881666	0.294656769995	0.275955304055	0.299947475913	0.726957694811	0.261691834965	0.66291207528	0.172306440612	0.169814771655	0.152509274806	0.327129489491	0.178932662858	3.19623536742	-0.543874619244	9
psychedelic rock	0.38160692994	0.358373870142	0.248079318579	0.24078324929	0.173229193157	0.479733547369	0.820605430096	0.396366512284	0.363025066674	0.389067598362	0.279568212103	0.331744301098	0.70173130436	0.414503084022	0.511426265593	0.336636465914	0.403650775286	0.757694622805	0.274849398476	0.100232239995	0.149257089052	0.490456910118	0.492940240828	0.308535561886	0.325608326154	0.266295915543	0.372972727446	0.45486250022	0.237242419115	0.153831611546	0.35849847523	0.409035910064	0.493360420936	0.751578751935	0.428274881973	0.767289891986	0.399265213009	0.286820604304	0.324061940466	0.276209128831	0.412764299437	0.451795712172	0.441572458248	0.470533269684	0.520670535679	0.452885697119	0.396071119318	0.334804410868	0.261957771078	0.335769093655	0.252784875493	0.15749231016	0.415045618634	0.326847697238	0.816917595348	0.462250693953	0.25164376115	0.248556882022	0.109916754055	0.417387125693	0.337252922196	0.80047669204	0.403618555735	0.32597577358	0.499449579927	0.409805477647	0.463328547631	0.167697751505	0.353326980859	0.790855987839	0.362055786035	0.487650940831	0.790192525012	0.7944384065	0.276659257542	0.376014862522	0.347653935046	0.425979433246	0.796619096816	0.306523696148	0.776675029591	0.192471504444	0.124216763787	0.0562474744386	0.0862584137582	0.116375563869	3.8679968807	-0.665272365113	2
country	0.311833207435	0.325891287552	0.2077233938	0.228697742039	0.145114686308	0.43392793943	0.658358290328	0.275515522569	0.287686092792	0.328211040292	0.275697701047	0.312958196636	0.583093979143	0.373013033584	0.389611028489	0.327620608264	0.321775060591	0.600572539334	0.214711712384	0.0812456058736	0.132279714079	0.474434775375	0.408876973478	0.369918597329	0.275035448899	0.217026479347	0.301974465198	0.669683356201	0.19240884618	0.126783424532	0.272999072482	0.357821867576	0.480867875427	0.666684181242	0.415133857803	0.631101819589	0.318306243338	0.244109137169	0.272571306082	0.233668828694	0.30264404551	0.412669764413	0.482083288273	0.433873629604	0.512387846175	0.335919721822	0.356063446284	0.28169801616	0.22380170629	0.288548928725	0.209328104793	0.101909071011	0.331916861718	0.292184640775	0.668725619277	0.452679365844	0.273106166039	0.205646561515	0.125201482041	0.336392315033	0.254145442202	0.66163380437	0.309768353343	0.287610751298	0.453561443414	0.303273243131	0.634933630144	0.130064438313	0.279383447769	0.692867211461	0.332264413757	0.533609408068	0.685933725112	0.663489996931	0.227773207879	0.289756233477	0.274935947087	0.324569939281	0.664653770799	0.264615816449	0.673367624326	0.101249817031	0.217753734958	0.220463085316	0.0789259758906	0.101685522761	3.34774716863	-0.708988154927	8
emo	0.397942397823	0.358339746749	0.222188814676	0.254457093218	0.163681661532	0.484049404309	0.73421843902	0.346958176129	0.297789348826	0.331741224254	0.265659738553	0.281714493306	0.646269598673	0.376131344223	0.424479629159	0.283530049857	0.400746815196	0.739221409821	0.2346528102	0.171319241958	0.148865956615	0.593525111123	0.389085884562	0.271438619909	0.273848366079	0.235302253885	0.40858970721	0.470558427746	0.200942151628	0.126011075354	0.37848751017	0.353187402912	0.538053928785	0.773245605209	0.465048758389	0.698992049859	0.337576398477	0.283200609878	0.327896647181	0.248032568942	0.364273266841	0.360129945307	0.693339844288	0.664592394539	0.574758737395	0.340940618535	0.404569186833	0.345614215125	0.225808909942	0.360091084132	0.217656408806	0.146547636739	0.41921509853	0.285598312037	0.775458622464	0.487484468119	0.315637507203	0.247608482238	0.109916754055	0.412093625155	0.275151684679	0.745561398929	0.348916237129	0.354374378388	0.412297643006	0.388684547378	0.536375228945	0.151590164028	0.384075689346	0.849858288469	0.353019012714	0.656332766694	0.775881292556	0.771899002713	0.232347246711	0.37127717701	0.276949044446	0.396065488963	0.756471158496	0.263559454053	0.746961204612	0.131836778937	0.0621155390718	0.298303234719	0.147702495228	0.0432251055182	3.7704710177	-0.744830045547	2
disco	0.233291671548	0.273631891447	0.195611492506	0.175973841552	0.122097021828	0.380994107196	0.623277139779	0.259656173922	0.272661698501	0.324494191512	0.211574241227	0.26017372239	0.548462212622	0.347967891523	0.385800243598	0.252049888187	0.314842791874	0.590064503264	0.199243842705	0.212496233606	0.117155987038	0.420272066477	0.378123522214	0.257395574349	0.26460607364	0.204865675856	0.289441404753	0.36555941301	0.177996190064	0.102029423817	0.252360309191	0.337313129726	0.415441290339	0.596385909173	0.35363312501	0.595841819829	0.30040917276	0.231014382508	0.256444270928	0.223516650721	0.306901237371	0.352329444181	0.399313674657	0.372285712961	0.420745961351	0.320612737558	0.300658135609	0.269614305466	0.212662326307	0.274777101673	0.194428637576	0.0834131362719	0.32955194602	0.259960859866	0.618458569878	0.379820499888	0.190521038355	0.191342051622	0.109916754055	0.327529240572	0.247581524747	0.625212285513	0.285080969195	0.275549530767	0.367992102972	0.299844458749	0.412080588609	0.121807250985	0.258163448896	0.621823430168	0.306430207173	0.425027972529	0.623552020052	0.621372325999	0.21286765992	0.286832200211	0.260018421574	0.302996231301	0.624761638435	0.258389030358	0.606963106655	0.123343877465	0.12196419966	0.191942090494	0.208656336318	0.180117017602	3.00448545576	-0.522022526557	9
rnb	0.31067877159	0.318607242506	0.202083835697	0.197522606916	0.149240157998	0.678037745223	0.671007156651	0.271148840228	0.31567214519	0.339107282456	0.250734045149	0.304379686469	0.561168448103	0.361041974074	0.391746565777	0.282483151316	0.336347075579	0.611144986092	0.210302600931	0.096189561536	0.134056927384	0.570466636919	0.394984652848	0.251691221578	0.264059147264	0.208153671892	0.326384339732	0.556597384556	0.190227727807	0.109561192257	0.313612591314	0.353461297256	0.554978944739	0.639989480066	0.607031912643	0.654443000828	0.30451769569	0.239188387367	0.253639257248	0.222011306815	0.325963943066	0.632157010542	0.606898391807	0.591865469878	0.559380338157	0.33655296572	0.352504627597	0.261572343753	0.219698526559	0.272324178713	0.199245996848	0.100466562595	0.382623151108	0.289016735512	0.71940129956	0.580254813849	0.2078821741	0.219129288712	0.130011671839	0.350629957398	0.253570246743	0.704225220557	0.320119597238	0.287607944593	0.41276221139	0.301878775282	0.590106408992	0.12888192408	0.324236226076	0.6560234784	0.328534435056	0.571038967104	0.643311931622	0.677752347438	0.235076587273	0.306696819835	0.26222542494	0.331329432863	0.682014667056	0.25929790499	0.686381756294	0.0	0.161142653023	0.248787370897	0.137508344003	0.135911172848	3.48671456961	-0.845697430334	8
punk rock	0.397669191658	0.345265454203	0.23816795038	0.220126425728	0.149338876286	0.4593685951	0.76256425696	0.376143678286	0.299334462411	0.356761560262	0.234532762374	0.288492437555	0.738040331221	0.39386326402	0.479608884877	0.340398759469	0.411452847177	0.872939138748	0.234153281216	0.168360976024	0.141303797666	0.503573702248	0.419809447496	0.276839816888	0.315132346181	0.272106264444	0.393116873115	0.444078073111	0.245367030413	0.132474246609	0.352733751777	0.375003152436	0.506233300784	0.814823953577	0.422393965814	0.868156991653	0.365338133505	0.283057842974	0.339712258507	0.255078280715	0.413080216557	0.378271555092	0.512205640722	0.494813926432	0.50307812465	0.369999583772	0.375500655175	0.361406814604	0.264091005553	0.366099408535	0.287239668253	0.203419698623	0.475742188243	0.298542184853	0.771467955453	0.448895458044	0.26514230086	0.262682990247	0.109916754055	0.427055149224	0.281958490526	0.763769698449	0.419498123648	0.346138557338	0.459488013949	0.400968335245	0.459014635486	0.15285593829	0.374202134129	0.819688871392	0.358999122016	0.531248478958	0.806571909076	0.774416005028	0.236740973916	0.386386267966	0.302021162707	0.459696255142	0.807839624079	0.27221639351	0.762129972124	0.209117732282	0.0314357952893	0.172393863824	0.145907741656	0.101528385225	3.84677355272	-0.662748969275	2
soft rock	0.286498379242	0.341130404786	0.231556753132	0.29562388433	0.21607111548	0.490640543315	0.76112051407	0.354666547699	0.300652703621	0.334587894047	0.236208577542	0.348335707903	0.626437087346	0.411753020906	0.44697370037	0.305620192424	0.407027846152	0.651674006986	0.253275190369	0.186240777002	0.137756879338	0.504938933828	0.428509569277	0.295752232385	0.276274634363	0.231119814892	0.382995455809	0.463049685988	0.198742099562	0.121823306319	0.342771316165	0.389782247789	0.509777286373	0.747634453319	0.445221657787	0.75467119395	0.347784411655	0.246761591073	0.272425775166	0.230119632668	0.349832130898	0.524324113054	0.575010377217	0.494925196829	0.478043007217	0.454064097947	0.361820852076	0.279643126161	0.235332433829	0.287211336361	0.220591572941	0.106427703156	0.414268187297	0.329481945598	0.73776136665	0.433707485966	0.287420289843	0.221973932984	0.110061365468	0.402725236155	0.254111505101	0.705094763307	0.359520493298	0.290319334233	0.513814086287	0.337209619329	0.600544773252	0.144749675245	0.30799597906	0.762709782292	0.380854321093	0.543175478089	0.731412077395	0.71666929762	0.211097042681	0.320388130889	0.277643058782	0.380724508301	0.701982304243	0.265577050357	0.749489618597	0.0849061802256	0.120451391136	0.220715567642	0.0949034283298	0.143418386862	3.64701648514	-0.716143250063	2
thrash metal	0.261555628156	0.27358481993	0.205849443752	0.234646462159	0.137172913176	0.37451758908	0.651164984097	0.324499470557	0.264532608948	0.304665159467	0.299695104909	0.240755212166	0.590188355053	0.328080658394	0.394361067084	0.257447328638	0.325943193723	0.647268962436	0.21582675042	0.212496233606	0.129792035132	0.405792381998	0.37887355203	0.278032712854	0.293991082759	0.221485710291	0.330849075384	0.358679448819	0.21601904373	0.122635321922	0.281004982308	0.325229877488	0.405766356851	0.622866921222	0.343144536448	0.657987632798	0.302985842199	0.26956899897	0.289474862005	0.232173853842	0.324636488177	0.299775036418	0.386679688575	0.352457273162	0.418074102647	0.340840587298	0.296580114752	0.291972419907	0.223770210987	0.303426541373	0.209688013081	0.16224513937	0.340043646011	0.243135569747	0.60693256898	0.378997086771	0.254486247742	0.253840320395	0.173680516619	0.31649315962	0.262837017669	0.631179403404	0.300243252715	0.290487393106	0.35415713663	0.305162024784	0.384593911902	0.140974900115	0.303031110682	0.652982529214	0.27877304871	0.418839979475	0.637870994968	0.664759351109	0.234736555675	0.303723243799	0.280076226834	0.340461234637	0.682642359699	0.256375344043	0.624843069025	0.233060616267	0.143322153496	0.222039063438	0.236299386611	0.203475333194	3.12109760426	-0.39843271211	9
contemporary classical	0.222435280329	0.291115152184	0.220657050091	0.217879339042	0.154551477538	0.440466030022	0.676532373027	0.275843185358	0.303483516285	0.337029430426	0.321052309436	0.285964818725	0.667065024382	0.374962115619	0.386169416077	0.273177627501	0.315269970865	0.697529706861	0.20823207092	0.0812456058736	0.15202635068	0.48847240646	0.412592595403	0.369918597329	0.282348080457	0.221310771083	0.306149710474	0.487251570237	0.189001798427	0.135877351811	0.290271407565	0.367333085209	0.451726720479	0.673378680327	0.441651076591	0.659067442293	0.340325861161	0.264650535893	0.276829278539	0.247678163038	0.286158291272	0.340289707466	0.409589966382	0.378029036647	0.506039327575	0.391641178334	0.316617723866	0.284614200451	0.220378084948	0.293536647297	0.198150368851	0.0912936418336	0.321889257273	0.290599636997	0.62375700166	0.529029518816	0.219493412253	0.208018857367	0.117739014107	0.307000018974	0.263367570423	0.671409446333	0.294246600524	0.295953644995	0.383655815368	0.29354450775	0.5279933671	0.152390075571	0.26274185737	0.677523707216	0.314106315479	0.496872255458	0.689940266587	0.695284624107	0.249793006786	0.288981902096	0.291612914919	0.293571990731	0.727810946648	0.262447235	0.730901017102	0.145619951087	0.264040408259	0.178366717039	0.0884011306729	0.0803309231303	3.30998240509	-0.713625754288	8
swing	0.30744699418	0.389937232516	0.245116391124	0.198915901242	0.156001085442	0.584247027185	0.849208945004	0.331896076157	0.333159294647	0.408845204203	0.304218270904	0.3526998634	0.767743450777	0.446506107311	0.44332270288	0.379273761016	0.393743232157	0.776651311076	0.227919054544	0.0812456058736	0.194496329105	0.610909252117	0.505334324573	0.278221316084	0.306610673041	0.252582349229	0.404926591689	0.524981802076	0.207528126309	0.163986232652	0.384468188701	0.419902915028	0.558827064708	0.822507051549	0.563915330318	0.803694637333	0.370745496132	0.28759787353	0.316670354373	0.257652968202	0.340810135186	0.641202808315	0.515612079624	0.514125454038	0.527395379045	0.406447009093	0.417793488712	0.339929229213	0.255646432997	0.338021070651	0.242372782534	0.118225893325	0.386825072813	0.373473784725	0.743062570261	0.578253024221	0.222981012537	0.25493806379	0.12222757496	0.369568209922	0.28869705131	0.781426688354	0.346056677916	0.334181260005	0.605361356145	0.352063632556	0.58311241632	0.167954426196	0.340364500326	0.740042131963	0.412881509168	0.56325268055	0.823264384026	0.832833796475	0.253101055709	0.378194548936	0.323625475536	0.356466635488	0.87637830767	0.298714413963	0.981078169267	0.0865921297912	0.175055731095	0.130278665268	0.107420437974	0.0157718504207	4.00917752469	-0.962188319177	5
folk rock	0.364407665266	0.401944981691	0.270782746301	0.247927460535	0.168129922169	0.464103229861	0.837954628374	0.319637535014	0.349532583549	0.378687586093	0.232507361527	0.390378313684	0.697703074767	0.458507621687	0.492737591113	0.411194638189	0.371169289245	0.918160600137	0.273838454365	0.100843855074	0.160348551401	0.570386994576	0.522102652554	0.278381079541	0.285798926293	0.266136871009	0.30468571922	0.477994579576	0.219560385557	0.130454592377	0.27350238508	0.438417107471	0.521221738694	0.798467023515	0.447197556043	0.708075153903	0.421976172469	0.233130313977	0.263522979528	0.240407487467	0.34527987352	0.438404395623	0.479472331213	0.449439995741	0.602441417134	0.466511162354	0.419726806389	0.273084940063	0.242992972508	0.272019446778	0.244623406496	0.103455959663	0.36159135297	0.397395241055	0.778126871242	0.528029862797	0.303493343544	0.199552566458	0.187237116834	0.362463419932	0.306982524264	0.748150317608	0.373401419091	0.277145549639	0.606048973447	0.323120055253	0.524810541885	0.116232024628	0.293660026373	0.899176990592	0.376765999461	0.51899887583	0.86024187022	0.868430315554	0.238381235869	0.314812655862	0.301484905509	0.356504771435	0.767484189126	0.296327718759	0.866181001146	0.0488204809065	0.1661701464	0.0653715482303	0.129478314004	0.0719167039807	3.88353786204	-0.93030527609	5
trance	0.235332877405	0.303133101754	0.195613026961	0.236079892905	0.197040653021	0.475394978428	0.739363239504	0.284797570078	0.315029365546	0.300456190372	0.310083276163	0.316460597052	0.635088050186	0.343112876261	0.398472572962	0.31574746231	0.3649516857	0.638963996916	0.218038942807	0.188921818281	0.177095977759	0.586932993023	0.374665509525	0.349718133476	0.267394014808	0.217548640879	0.390723255812	0.469535681857	0.188651962681	0.139470879587	0.325455727064	0.358467368483	0.524897988139	0.658504270472	0.500200159468	0.665408212706	0.303021282133	0.335468729213	0.337869459673	0.228301537894	0.308545272026	0.410063501569	0.454526602854	0.443238782314	0.537647654483	0.332036230276	0.329191284223	0.349069154381	0.208800290236	0.342128468996	0.194353580876	0.217518826755	0.459046100624	0.280562811112	0.674583655103	0.596536969816	0.188636260189	0.251566766841	0.121988269322	0.353132852608	0.24428141306	0.775269424049	0.360647005117	0.356915683661	0.437333561781	0.325202268167	0.495855499725	0.214428466336	0.310699050535	0.775213427379	0.29731018929	0.593793260952	0.656215390071	0.767429837446	0.219201920166	0.316838242881	0.268925578762	0.343703004261	0.851887537835	0.250907698623	0.817257182418	0.175133718471	0.183117135854	0.330128744014	0.166474142806	0.0479359358129	3.55863065173	-0.697972996242	2
trip hop	0.235329725824	0.300962970808	0.208697968339	0.183789783757	0.134741822571	0.415137402371	0.705644213397	0.270710596418	0.322022259012	0.402891752955	0.238995143525	0.270163515584	0.662130169006	0.364360954347	0.382960601711	0.25986275004	0.301937415947	0.664162719957	0.221546188822	0.0994794227426	0.166375269255	0.456391799582	0.404899745066	0.263729659343	0.294409843726	0.222986278683	0.291775877955	0.390762028032	0.202644309288	0.115451613567	0.290798669574	0.367048246669	0.453933653037	0.628072888599	0.398905177334	0.670067320986	0.309541163266	0.259860155107	0.287574272485	0.254045496614	0.307184727911	0.311850978866	0.410694912641	0.387875501558	0.455457512842	0.374805354183	0.329904896625	0.291762544134	0.23734809075	0.297485657356	0.205588367191	0.0800393677804	0.3294796026	0.28579653777	0.729384358867	0.432362472487	0.188636260189	0.224251583418	0.133056053887	0.314315804194	0.276583066334	0.715066527743	0.278483678845	0.297314848638	0.333229876042	0.318459600856	0.452315090436	0.146658349226	0.278911919224	0.689500707736	0.31060963355	0.447543553045	0.667483339142	0.706357154806	0.309709912346	0.302535525425	0.285259362163	0.311167743118	0.727975937913	0.281018639426	0.682801142152	0.151831462397	0.18661467902	0.100428286264	0.19962761322	0.0881509941179	3.27746530895	-0.656461081931	8
progressive metal	0.231710512127	0.269913327834	0.203301825045	0.241721484137	0.139402522452	0.370328329645	0.627312790473	0.295535539515	0.269852229066	0.302493811995	0.408134769315	0.23660324129	0.576200990954	0.326837198937	0.379332539139	0.26010237713	0.296313941438	0.600256403928	0.22045012338	0.0812456058736	0.142458756805	0.404840150125	0.369501792649	0.308947772727	0.292085637138	0.224798190546	0.299953004875	0.353924756024	0.208208141355	0.143521283713	0.264678647176	0.324629452499	0.390057110213	0.57529458686	0.340204277027	0.615306341927	0.291639010615	0.258913885635	0.275397436248	0.23905931262	0.310619369219	0.287036221519	0.387552091183	0.3587024229	0.410964422144	0.344904978561	0.296504454261	0.276354218498	0.225822785255	0.291904831254	0.206732313467	0.135548032751	0.330732964611	0.240582046735	0.608963738535	0.377445773029	0.25104235966	0.229081008646	0.150789435999	0.306521680346	0.258058837674	0.612170002115	0.280286544895	0.274275200079	0.332941663643	0.282141617098	0.389155937549	0.148398649753	0.289592741632	0.643604472908	0.276510793713	0.414944477755	0.608561598548	0.626144325808	0.250591455927	0.271683228567	0.290491144055	0.309581378505	0.640356733761	0.268721237472	0.624298172007	0.242051872584	0.232832172874	0.190552552174	0.140236725643	0.200278813496	3.01447758385	-0.408933813233	9
glam rock	0.386367358454	0.357774622107	0.264024148335	0.236266689666	0.162539174045	0.496631420716	0.879870278225	0.392420415604	0.333252122619	0.396285846352	0.270537682361	0.338192267934	0.728751841639	0.452727122056	0.525346376387	0.347224961686	0.432362520442	0.796231700144	0.25975314695	0.0812456058736	0.15255182332	0.501044537318	0.463190133331	0.309486627398	0.320168508384	0.269050479756	0.402786415133	0.484376973838	0.237838906726	0.155486057942	0.362620914131	0.420888860581	0.50499574597	0.800580747174	0.458338180342	0.787552322167	0.414727766458	0.292782555137	0.330508668324	0.271070003217	0.430435373291	0.513054193822	0.466438832213	0.448284379277	0.506611083558	0.39030158088	0.373985465012	0.341888444235	0.276176316949	0.343773164576	0.258903302048	0.186057210031	0.46919706525	0.332022623322	0.815496880657	0.485970020015	0.275422859106	0.263016565457	0.109916754055	0.437869202325	0.295445686704	0.853167115686	0.423355948044	0.323584353931	0.602464153355	0.417995032059	0.488120625957	0.171870631008	0.358478619958	0.829896627336	0.456629041776	0.502380923114	0.807643108835	0.832320860805	0.254095479388	0.40839428499	0.325970830746	0.456574017901	0.787326460286	0.299602637473	0.795074114354	0.184023147063	0.0865441968191	0.0937747135378	0.0574629191016	0.11995409808	3.99282828364	-0.720127711227	5
alternative metal	0.296182208774	0.297715872041	0.215962315489	0.24794724146	0.147819151449	0.398997728619	0.710555452126	0.34273150628	0.281982792765	0.332428877292	0.277909373268	0.26624622566	0.638806097183	0.351983779725	0.411583284368	0.270786236474	0.35462684403	0.707374125623	0.224404254393	0.0812456058736	0.136809744342	0.427640879619	0.38694249328	0.284531489011	0.283699854135	0.226975067221	0.372170413145	0.368113172779	0.208095995879	0.138516737295	0.303306373794	0.348670215626	0.438766853383	0.704575744604	0.352141454396	0.714934339823	0.321241715993	0.305006401543	0.334779277924	0.244404448803	0.341439427257	0.34067659113	0.416301994253	0.394203309698	0.465404282353	0.350157757342	0.320863563204	0.338185560077	0.231015715032	0.355110528102	0.216318814536	0.132924718566	0.34316452213	0.271499345673	0.681124480845	0.391032000321	0.270066731087	0.279533549715	0.287933403244	0.348714880577	0.270011510485	0.708323025017	0.327334100449	0.343292182777	0.377822865985	0.325094899046	0.407193423513	0.15531090794	0.342658244614	0.751345031047	0.307581234331	0.469077452719	0.714973122958	0.760469488514	0.236164570629	0.330287272785	0.282733083001	0.353513414815	0.736431131835	0.262885701833	0.729067681635	0.255901924086	0.130668609262	0.215857191245	0.229196153335	0.103591391368	3.40002461669	-0.515379375537	4
