-1.516636744137848103e-01	-9.666242841610036551e-01	4.417561883292618341e-01	-3.538285073922436963e-01	2.700950057552325978e-01
-7.926623624559585579e-01	-2.183106961833794490e-01	-4.295264219373885473e-01	1.782324026189275878e-01	-3.084395915402076138e-01
9.813155385888799875e-02	-4.154721973331159703e-03	-8.860623240174808624e-01	-3.065205525979163848e-01	-3.046733502875616922e-02
1.019977793611514194e+00	2.996090202182773443e-01	1.179117929786302366e+00	-3.695095964647170106e-02	-2.260167769578847186e-01
1.226394304565385229e-01	4.899719194099014241e-01	5.690526048624261479e-01	-3.671679464579404861e-01	-1.976092065818921828e-01
-1.268285537744598956e+00	3.484997064803873057e-01	1.970296030139427057e-01	2.867221575555577509e-02	-9.855603855773059641e-02
8.947454168622873127e-02	-1.829973304156261027e-01	-4.437466835590015979e-01	9.713446028382272113e-02	-2.438734679220304902e-01
7.595321769090532804e-01	-8.939091381230432898e-01	5.565677437704722591e-02	-5.677941851363615955e-01	6.140473381339385250e-01
-9.012868213805729223e-01	4.616104383013715506e-01	-3.363211393974691599e-01	2.192217447157657761e-01	6.463438273325024241e-02
-7.068260975555661352e-01	1.452804383299036162e-01	-7.087267319216074002e-01	1.784412304750105094e-01	-5.091299454076833597e-02
1.917497419718882767e+00	3.727926212933532657e+00	1.877614466797145498e+00	-6.744332136754781493e-01	1.295608128109383195e+00
-9.282603142509883165e-01	2.227777309771800662e-01	-2.247617799816876150e-01	-2.642016823994310371e-01	-9.841332059254023767e-02
5.068577359767130197e-01	2.659422710619974151e-01	-4.198963231933485196e-01	2.046283890259416594e-01	-3.153220521015317468e-01
-7.138154186113787603e-01	-7.035549181891163906e-02	-9.157005689219681610e-01	-1.127037276891480616e-01	-1.734751199516638420e-01
3.332408299649864403e-01	-9.723715983028594634e-01	-7.025607447352945067e-01	-7.191136951849117498e-01	7.184902707649423181e-01
-6.414357890896111858e-01	2.900140795843420549e-01	4.995373634682861996e-02	5.743964180243445183e-02	-2.114792023106672192e-01
