1.023921241122304066e-01	-1.129107482472732737e+00	5.408382404289107104e-01	-8.303235722358904836e-01	9.734221257454008791e-01
3.173728697304591395e-01	-8.267152177143986813e-03	-1.596153884734713979e-01	-8.684592741939373139e-02	-4.669513434222213322e-01
3.204476834202003577e-01	-1.359048125875935709e-01	-9.198386787112663443e-01	-1.254715672121483605e-01	4.547738499957656305e-02
-5.095263339653378631e-01	-7.507596766938617883e-01	1.573108676514411997e+00	2.311564470615752320e+00	7.992328901987356682e-01
-1.972736456390097037e-01	1.295294576711326640e+00	2.062586882866112442e-02	1.197194165259672233e-01	-1.202959451278370895e-01
-1.757456679740255323e+00	2.963888570337112061e-01	5.357187872913180549e-01	2.020871167099796140e-01	-3.507119332891142083e-01
-6.815181261601884755e-01	5.071611996122390442e-01	-1.268520093837101514e+00	2.039990410056922165e-01	-1.825231325864410947e-01
1.345717655572638227e+00	3.138470312339607826e+00	4.877074520653818523e-01	-1.541194335391390613e+00	2.014917630227833212e-01
1.294525012024292598e+00	5.394278232049830590e-01	-1.760676962870438622e+00	3.187212648392976910e-01	3.985425933046989888e-01
6.791315551556531549e-01	-8.664823532059423572e-02	-9.808098668348980143e-01	8.081073935365029604e-02	-6.208152596730076578e-02
4.993822000388851157e-01	-1.064378888838244164e+00	1.028123767610374051e+00	-7.434538602930698126e-01	6.277959680192408687e-01
-1.482577421671675610e+00	8.770243944452936757e-01	5.754355775564623521e-01	-3.233012652924366903e-01	-7.436232906428699718e-02
9.513197188494590950e-01	-1.442586893748957488e-01	-6.620455711265286203e-01	3.246479534231210273e-01	2.474752134969826212e-01
1.029663459454596364e+00	1.123877842941691574e+00	4.006468075675992391e-02	-5.568595066784559622e-01	1.309422554880308454e-01
-8.440801526178379199e-02	-6.600096073679558861e-01	6.576639704137739184e-02	-5.533815039063486735e-02	6.510771106698116650e-01
-5.729326296268479890e-01	2.009711418277707051e-01	-8.578061686726915491e-01	-3.541853797250547192e-02	-2.407454918765111751e-01
-1.115643329720809263e+00	-2.370391862715319764e-01	3.446372062790706847e-01	1.538184953824347778e-01	-2.645443366602209245e-01
-3.092849233359623584e-01	-2.286572745714154919e-01	2.997974680178610019e-01	8.496399064507671739e-02	-2.981623660885094340e-01
-1.831540958790578433e+00	5.345454252797237071e-01	6.643378387938912999e-01	7.932316446371431851e-02	-4.943035258924150487e-03
2.157907870062588940e-01	-2.834038251048334733e-01	9.967540031270634426e-02	-1.079532171555228764e-02	-2.991969557956558612e-01
-3.403893847322608801e-01	-6.827483606550810435e-02	-5.936825499806569484e-01	-5.597621109996872013e-01	-5.917465025519706018e-02
1.562297597196873111e+00	-2.542336249584891544e-02	7.163499614948357630e-01	3.695032973573498247e-01	-7.249874750281850577e-01
1.906215593551169318e+00	-5.832724853972808265e-01	4.822340065690300381e-01	2.962634486800593270e-01	-1.022020989720756168e+00
5.784552602853919590e-01	4.923884869287642463e-01	-1.207880846716105294e+00	2.868922914739863161e-01	-1.053734318758746402e-01
1.699530954856755816e-01	-1.252698448576736956e+00	-1.351113754997279037e-01	-4.463121159394515813e-01	9.881006530328623194e-01
-1.142099126534354081e+00	-1.714233691271672966e-02	2.218888346926335686e-01	-9.921428758900915912e-02	2.560686419286994919e-01
-1.706357296502932996e+00	-3.998779510862700559e-01	1.388240672924643482e+00	4.910127459289240909e-02	-2.535406922334358937e-01
-1.357143247289247734e+00	-3.219475891017820057e-01	7.582883459726399433e-01	-2.868849150746497281e-02	-5.252779021578661556e-02
-1.310523554539900992e+00	3.432406746965397382e-01	4.869216488213706784e-01	1.627000083191913749e-01	-3.784409805875551536e-01
-2.827544153732013954e-01	1.169090374413109368e+00	-8.399417966814004544e-01	-6.161663868436320080e-01	-1.682392126778916586e-01
-9.943105293430611891e-01	-1.745708891902442716e-01	-6.529463932813286409e-01	2.960075235199410293e-01	-2.848154617860026994e-01
1.952825781447731446e+00	-6.377654956140966780e-01	5.438021004457337382e-01	2.497092248152976146e-01	-1.117974702512877450e+00
3.838017497305327708e-01	-1.042738437131877777e-01	-1.025220924606844219e+00	1.790532038915209345e-01	2.676288148742387296e-01
2.124114914872385462e+00	-6.753109999771310656e-01	7.528585021974648628e-01	3.862674898623607578e-01	-1.211655750953777755e+00
6.408044321032253521e-01	-5.658981763644758134e-01	-8.119943834934473248e-01	2.940643889082176013e-02	1.544404530653680219e-01
1.304477174564079967e+00	-2.655083578622559615e-01	1.119785426317934540e+00	4.087601805922569942e-01	5.423246252535653955e-01
2.067923072516219540e-01	-1.898827016514147981e-01	-3.070341363755135222e-01	-4.484862042139534793e-02	7.904169647714665015e-01
-1.063315613915301938e+00	3.409002785602079921e-01	-2.514518810893794365e-01	-1.603059539941394940e-01	-2.222089905127918597e-01
-5.586539009527305977e-01	-5.803038242982769823e-01	-4.157790648198705363e-01	5.409506084243000945e-01	-1.890460660281260419e-01
-1.790745808435443953e+00	1.285377703817920381e+00	6.326905326767824356e-01	-2.719353670756008423e-01	-2.019412585941789684e-01
1.284763133139987357e+00	-3.136217193461954267e-01	1.212355191848147662e+00	-2.735608910884443357e-01	-3.875589331591127173e-01
1.620152551340012570e+00	-3.882092763219022746e-01	8.230791690066604493e-01	3.382467495727439766e-01	-3.622175000316938398e-01
3.889403300190245605e-01	1.256727503821901903e+00	3.915265526027054688e-01	3.462096101476456855e+00	1.630751563889189626e+00
-2.478416059311323305e-01	-1.435754633448795836e+00	2.300271596986493416e-01	-5.814462379810944048e-01	9.433297209239845937e-01
2.561934135279226310e-01	3.653386448151738769e-02	-1.553119972609702693e+00	2.415632903675508369e-01	-2.100641842130843706e-01
-2.047217286801660263e-01	-2.004971146231058210e-01	-1.752197600577394543e-01	5.021914908798293942e-01	-4.304280539106533077e-01
1.954391278843888580e-01	-1.046833024417189506e+00	1.152509522632273326e-01	-6.897761360711783807e-01	8.196355030193310798e-01
1.181573855558206043e+00	-5.239652849323525041e-01	9.217478563399005287e-01	2.286885332675401838e-01	-1.196426708494071622e+00
-9.944476836390633290e-01	-4.484857298018024574e-02	1.691282566163944956e-01	-3.718447968759330119e-02	3.870093132699641697e-02
-1.212806566916963501e-02	-1.087498254266188846e+00	-1.330986620522546793e-01	-3.820774917715986652e-01	4.644216173058506314e-01
-1.653104745627830052e+00	1.052464951279708183e+00	9.982910265066352595e-01	-4.544494355480944714e-01	-2.143943077880315906e-01
9.450186076980968686e-01	4.620117425665240529e-01	7.063424574155134639e-02	-8.060570885415656783e-04	-1.762702885865613245e-01
1.388839113134907044e-01	-1.105420368915646545e+00	5.667577846045162016e-01	-2.536641202482043389e-01	5.456552441277419119e-01
9.564664073883814843e-02	-5.110685982227004542e-01	-8.138498471281502278e-02	1.973443228084109831e-04	-5.233763671884061885e-01
-7.492145204771902822e-01	-4.247548354978561980e-01	-5.121114131266489844e-01	-1.558418952142950897e-01	-1.102964277600814169e-01
-1.320974203859865526e+00	1.400363466307131058e-02	1.109148072563702181e+00	8.242834640814451080e-03	-4.037277664051328596e-01
-3.305817858831137657e-01	-1.696662492444694914e-01	-1.030098237895606533e-01	1.098459345172700038e-02	-4.719464894076332850e-01
2.031409325052176418e-01	-1.894032517584746667e-01	-6.940353025382096919e-02	2.331098582328623159e-01	-5.462623769965293530e-01
4.545930113506556625e-01	1.484891327447417586e+00	-1.131685576108986346e+00	4.028180978079002883e-01	2.566475062906403704e-01
1.167179715123888573e-01	-1.214632758859836681e+00	3.174946622568723953e-01	-5.709286365845486211e-01	8.413492251899403751e-01
1.096477800984161810e+00	5.181498552769618904e-01	-1.745373476984048544e+00	-1.270145371890146410e-02	3.184830330595898873e-02
4.495860674554921221e-01	-1.339254258354108051e+00	1.351145065367149456e-01	-4.056078615172195034e-01	2.777864473603819384e-01
1.495755883135436171e-01	1.717596864062463299e-02	-5.630589549520574957e-03	2.450344061993411926e-01	-4.744765517638659391e-01
-1.954746495113832139e-01	4.329086359726317390e-01	-1.562327586773726740e+00	2.743824495628893745e-01	3.062658109711209331e-01
-1.083554510653379349e-01	2.240791979950467194e-01	1.803900430458475201e-01	-2.886019321731059240e-01	-3.752275471693566899e-01
