tag key	38	86	114	90	12	13	53	55	108	14	4	67	118	19	40	119	60	144	43	44	51	141	46	36	104	74	138	123	48	10	129	52	126	49	133	130	62	132	96	66	35	110	33	34	23	131	99	88	57	78	1	125	81	9	89	140	20	80	111	107	122	7	5	106	124	8	102	121	143	94	2	37	18	128	64	25	145	127	139	112	68	29	69	27	79	39	93	26	61	24	82	21	63	15	113	54	97	103	45	91	151	95	41	101	116	70	84	17	22	3	100	50	30	76	137	109	11	87	75	105	115	32	73	136	92	6	98	72	58	42	71	28	142	134	47	152	154	59	65	120	85	16	150	56	83	153	117	77	156	147	146	148	135	31	155	149	157	159	158
tag name	rock	pop	indie	electronic	alternative	classic rock	folk	indie rock	soul	alternative rock	dance	indie pop	rap	jazz	acoustic	ambient	hard rock	experimental	classical	house	blues	metal	new wave	hip hop	funk	punk	psychedelic	britpop	latin	heavy metal	electro	progressive rock	synthpop	dubstep	electropop	reggae	oldies	indie folk	grunge	techno	psychedelic rock	country	emo	disco	rnb	punk rock	soft rock	thrash metal	contemporary classical	swing	folk rock	trance	trip hop	progressive metal	glam rock	alternative metal	ska	industrial	metalcore	death metal	melodic death metal	black metal	post punk	romantic	blues rock	post rock	world music	doom metal	gothic metal	industrial metal	power metal	soundtracks	stoner rock	art rock	modern classical	brutal death metal	gothic rock	new age	neoclassical	avant garde	screamo	symphonic metal	baroque	fusion	nu metal	minimalism	acid jazz	art pop	noise	speed metal	rockabilly	experimental rock	groove metal	rock n roll	funk rock	alternative pop	orchestral	industrial rock	chanson francaise	chanson	progressive death metal	bluegrass	gospel	nu jazz	crossover	folk metal	smooth jazz	post grunge	minimalist	jazz fusion	melodic metal	psychedelic folk	country rock	hardcore punk	christian rock	a cappella	sludge	post hardcore	glam metal	grindcore	viking metal	opera	krautrock	ballads	dnb	neofolk	classical music	technical death metal	sludge metal	musicals	prog rock	jazz rock	contemporary jazz	trash metal	stoner metal	symphonic black metal	melodic black metal	british rock	avantgarde	flamenco	classical guitar	symphonic	atmospheric black metal	modern rock	jazz funk	pagan metal	mathcore	post metal	medieval	electroacoustic	folk punk	death doom metal	choral	crust punk	progressive black metal	ambient black metal	renaissance	early music	pagan black metal
Costa Rica	0.123243	0.090608	0.0787	0.063827	0.067012	0.043391	0.024178	0.030328	0.020271	0.032602	0.021026	0.018986	0.015028	0.01233	0.010908	0.009314	0.020534	0.011875	0.014123	0.009473	0.009288	0.015034	0.016165	0.008585	0.008802	0.010737	0.008574	0.008022	0.02848	0.010061	0.005293	0.00993	0.007147	0.00426	0.005177	0.01375	0.004358	0.003229	0.007925	0.002075	0.00434	0.00223	0.003276	0.002831	0.002274	0.003337	0.003234	0.004711	0.00145	0.00173	0.002065	0.001488	0.001515	0.00301	0.002247	0.002803	0.004696	0.002185	0.00119	0.002515	0.001114	0.002264	0.002157	0.001597	0.001255	0.00099	0.000888	0.000435	0.000469	0.00134	0.001357	0.000787	0.000875	0.001139	0.00055	0.00233	0.000879	0.000589	0.000444	0.000789	0.000224	0.001018	0.001062	0.001069	0.001055	0.000564	0.000795	0.000524	0.000525	0.001126	0.00049	0.000646	0.000732	0.000506	0.00062	0.000366	0.000371	0.000592	2.6e-05	2.6e-05	0.000633	0.000291	0.000199	0.000174	0.000436	0.000526	0.000185	0.000385	0.000176	0.000251	0.000261	0.000214	0.000238	0.000514	8.7e-05	0.000159	0.000368	0.000153	0.000397	0.000204	0.000125	0.000121	2.3e-05	8.6e-05	2.1e-05	6e-06	0.000145	0.000136	0.000185	0	0.000158	7.8e-05	1.4e-05	0.000114	6.1e-05	0	0	8.5e-05	3.3e-05	2e-05	5.7e-05	4.5e-05	0	5.4e-05	7.2e-05	2e-06	2.3e-05	2.1e-05	0	6e-06	0.0	0.0	1e-05	1.5e-05	0	0	0	0	0
Morocco	0.076228	0.081196	0.09948	0.093694	0.054928	0.033315	0.042596	0.03215	0.035416	0.020542	0.023694	0.024732	0.034603	0.021772	0.018184	0.016317	0.010711	0.015829	0.018355	0.016646	0.01522	0.006012	0.006418	0.019158	0.011044	0.004551	0.009944	0.006821	0.003691	0.004178	0.00878	0.004551	0.005576	0.006591	0.005741	0.007005	0.00509	0.006815	0.004245	0.003689	0.004246	0.002952	0.001957	0.00394	0.003687	0.00169	0.002341	0.00132	0.003069	0.002135	0.002563	0.002291	0.003	0.0014	0.001653	0.001147	0.001307	0.001489	0.000358	0.000669	0.000455	0.001212	0.001444	0.001483	0.001503	0.001093	0.005414	0.000178	0.000225	0.000406	0.000269	0.001275	0.000884	0.000802	0.001094	0.000907	0.000431	0.000428	0.001006	0.000909	0.00011	0.000272	0.001124	0.00191	0.000339	0.001056	0.000848	0.000753	0.00061	0.000309	0.00032	0.000475	0.000111	0.0004	0.000456	0.000501	0.000559	0.000332	0.001713	0.001931	0.000262	0.000318	0.000384	0.000505	0.000181	0	0.000435	0.000123	0.000336	0.000289	0.00014	0.000271	0.000217	3.8e-05	1e-06	5e-06	4e-06	0.000164	8.3e-05	0.000116	1.6e-05	0.000141	3.5e-05	5.7e-05	7.1e-05	3.1e-05	0.000154	3e-06	0	0	5.4e-05	6.2e-05	0.000106	3.8e-05	4e-05	0	0	5.5e-05	2.4e-05	0.000619	8e-05	2.9e-05	0	1.2e-05	8.6e-05	0	1.7e-05	0.0	0.0	2.4e-05	0	0	1.1e-05	1.8e-05	0	0	0	0.0	0
France	0.088258	0.084021	0.096849	0.094632	0.05881	0.034315	0.03925	0.029463	0.035446	0.022012	0.022114	0.022741	0.022568	0.025319	0.015017	0.013477	0.010352	0.014445	0.014443	0.013328	0.014218	0.005561	0.010908	0.013511	0.013777	0.006675	0.008066	0.007072	0.002993	0.003648	0.011192	0.004667	0.006296	0.004577	0.005603	0.006322	0.005948	0.005838	0.003747	0.004607	0.003616	0.002567	0.001422	0.004562	0.002944	0.002096	0.002014	0.000729	0.00232	0.003039	0.002391	0.000714	0.004174	0.000171	0.002078	0.001296	0.001319	0.002109	0.000266	0.000317	0.000298	0.000683	0.001703	0.001076	0.001603	0.000945	0.000663	0.000198	8.4e-05	0.000732	6.8e-05	0.001053	0.00118	0.000923	0.000881	0.000269	0.000382	0.000237	0.000778	0.00096	0.00013	1.2e-05	0.000899	0.001217	0.000493	0.000778	0.001086	0.000751	0.00054	0.000207	0.000349	0.000484	1.6e-05	0.000484	0.000505	0.000622	0.000487	0.000379	0.018442	0.009231	7.2e-05	0.00023	0.000361	0.000705	0.000435	0	0.000628	0.000135	0.000274	0.000342	9.8e-05	0.000294	0.000211	5.3e-05	0.0	0.00013	3.3e-05	0.000262	7.2e-05	9.4e-05	1.5e-05	0.000101	0.000116	8.1e-05	4.6e-05	0.000178	0.000112	1.5e-05	0	5e-06	5.1e-05	6.3e-05	0.000148	2.5e-05	3.5e-05	0	0	6.7e-05	7.4e-05	2.1e-05	8.4e-05	1.6e-05	0	6e-06	0.000101	0	1.6e-05	6e-06	0	1.8e-05	0	1.2e-05	1e-05	1.7e-05	0	0	0	0	0
Syrian Arab Republic	0.066502	0.095779	0.062717	0.057232	0.045513	0.022705	0.03762	0.015359	0.020969	0.020603	0.021077	0.015891	0.0132	0.017747	0.021979	0.027069	0.015338	0.013241	0.036108	0.009403	0.010441	0.028234	0.002674	0.007773	0.003277	0.002188	0.004597	0.004399	0.003234	0.012966	0.003676	0.01163	0.002536	0.003355	0.004533	0.001446	0.002471	0.004363	0.003793	0.001895	0.002485	0.004515	0.002206	0.001294	0.002827	0.000879	0.001685	0.006397	0.006191	0.00232	0.001622	0.003057	0.001695	0.014412	0.001147	0.002407	0.000396	0.002009	0.002761	0.013564	0.0167	0.018789	0.000774	0.005345	0.001132	0.002615	0.008281	0.021004	0.013513	0.002132	0.006006	0.001954	9.3e-05	0.000976	0.002559	0.000904	0.001661	0.005374	0.00246	0.001008	9.9e-05	0.008503	0.002376	0.001063	0.000848	0.00181	0.000249	0.0005	0.000262	0.001091	0.000202	0.000476	0.001642	0.000273	0.000355	0.00064	0.001461	0.000368	0.000206	0.000417	0.002632	0.000607	0.000156	0.000215	0.000177	0.006538	0.00023	0.000252	0.000545	0.000218	0.001633	8e-05	0.000151	8e-06	0.000467	3e-05	0.000335	6.9e-05	0.00015	0.000171	0.002573	0.001036	1.1e-05	0.000128	6.1e-05	0.001498	0.000392	0.000728	0.000163	7e-06	0.000156	6.3e-05	8.6e-05	0.000151	4e-05	0.002145	0.003457	2.6e-05	6.1e-05	7.9e-05	8.6e-05	0.000399	0.001247	9.4e-05	1.9e-05	0.001039	0.000178	0.000311	0.000637	0.000208	4e-06	0.00084	0.000128	1.8e-05	0.000962	0.000453	0.000135	8.2e-05	3e-05
Netherlands	0.096915	0.101863	0.09273	0.074652	0.056351	0.045483	0.050503	0.02824	0.043119	0.022592	0.024917	0.018461	0.017027	0.019839	0.023753	0.011678	0.012484	0.010774	0.013451	0.016025	0.014562	0.005084	0.011659	0.011212	0.013032	0.005257	0.007602	0.00794	0.003088	0.003714	0.006666	0.006124	0.004661	0.006114	0.004688	0.00678	0.007288	0.008429	0.004298	0.004253	0.003585	0.005381	0.001911	0.004325	0.003793	0.001819	0.003954	0.000756	0.002914	0.003001	0.003215	0.002682	0.001905	6.6e-05	0.002033	0.001131	0.002716	0.00136	0.000175	0.00025	0.000354	0.00079	0.0014	0.001307	0.001797	0.000722	0.000577	0.000366	4.6e-05	0.00072	0.000105	0.000778	0.001745	0.001056	0.001112	0.000467	0.000269	0.000352	0.001019	0.000623	0.000709	7e-06	0.000881	0.00054	0.000429	0.000931	0.000694	0.000502	0.000373	0.000168	0.000505	0.000446	3e-06	0.000499	0.0005	0.000527	0.000326	0.000279	5e-05	0.000349	0	0.000577	0.000422	0.000319	0.000237	1e-06	0.000513	0.000153	0.000328	0.000215	0.000101	0.0002	0.000338	0.000107	8e-06	0.000146	0.000161	8.7e-05	9.1e-05	0.000145	1.8e-05	0.000101	5.8e-05	6.9e-05	7.1e-05	4e-06	0.000117	1e-06	2.2e-05	0	9.3e-05	8.4e-05	6.1e-05	2.4e-05	3.9e-05	0	0	6.6e-05	2.3e-05	1e-06	5.8e-05	1e-05	0	3.5e-05	7.4e-05	0	1.7e-05	2.4e-05	0	6.6e-05	0	0	2.1e-05	1.6e-05	0	0	2e-06	0	0
Slovakia	0.099459	0.071558	0.085467	0.096633	0.064664	0.038956	0.034775	0.030113	0.025898	0.028745	0.020546	0.018003	0.01453	0.017064	0.013944	0.023612	0.017814	0.018472	0.019731	0.01171	0.011335	0.012895	0.011438	0.008856	0.009585	0.009763	0.007945	0.008308	0.001541	0.007855	0.007092	0.006498	0.006408	0.007456	0.004768	0.003377	0.007079	0.005245	0.005708	0.005299	0.003585	0.002763	0.002778	0.003172	0.002295	0.003784	0.002506	0.003007	0.004512	0.003354	0.002491	0.0022	0.003098	0.002263	0.002187	0.002332	0.00197	0.002352	0.002381	0.001509	0.001859	0.00083	0.001618	0.001157	0.001553	0.001507	0.000489	0.00049	0.000635	0.001312	0.000842	0.001917	0.001177	0.001106	0.001674	0.000253	0.0008	0.001371	0.001507	0.000933	0.000607	0.001301	0.000943	0.000535	0.000939	0.001205	0.00118	0.000748	0.000587	0.000654	0.000637	0.000521	0.000542	0.000625	0.00055	0.00049	0.000836	0.000519	3.5e-05	0.000165	0.00049	0.000314	0.00034	0.000508	0.000405	9e-05	0.000211	0.000267	0.00036	0.00021	0.00022	0.000201	0.000207	0.000195	0.000127	5e-06	0.000844	0.000231	0.00017	0.000114	0.000305	0.000113	0.000117	6.9e-05	0.000486	0.000253	0.000125	3.2e-05	0.000188	0	7.2e-05	0.000218	3.5e-05	8e-05	6.3e-05	0	3e-06	7.3e-05	6e-05	0	7.2e-05	6.8e-05	2.2e-05	2.8e-05	5.6e-05	6e-06	2.6e-05	0.000408	1e-05	6.5e-05	0.0	3e-06	9e-06	1e-05	5e-06	1e-06	0	0	0
Ireland	0.094694	0.087052	0.101319	0.081696	0.064198	0.042833	0.043244	0.038183	0.033553	0.024303	0.022693	0.021435	0.016008	0.015964	0.015825	0.017113	0.011052	0.017588	0.013128	0.011234	0.011502	0.004858	0.017615	0.009959	0.011292	0.008449	0.010483	0.012365	0.001086	0.003372	0.006033	0.005331	0.00774	0.006425	0.005305	0.004162	0.009342	0.006671	0.00444	0.004032	0.003789	0.004017	0.002412	0.004544	0.002902	0.002618	0.003587	0.00066	0.00329	0.003533	0.003175	0.001217	0.002206	0.000169	0.002872	0.001138	0.002198	0.001571	0.000136	0.00017	0.000319	0.000612	0.002351	0.001	0.001322	0.001315	0.000498	0.000143	2.2e-05	0.000493	0.000149	0.001107	0.000841	0.001303	0.001246	0.000267	0.000213	0.000832	0.00112	0.000926	9.2e-05	0.0	0.000573	0.000475	0.000462	0.000897	0.000594	0.000921	0.000817	0.000165	0.001024	0.000676	1.7e-05	0.000507	0.000455	0.000428	0.000468	0.000404	2.4e-05	5e-05	0	0.000476	0.000396	0.000237	0.000237	0	0.00021	0.000156	0.000275	0.000244	6.6e-05	0.000336	0.000289	6e-05	1e-06	3.4e-05	4.4e-05	5.8e-05	8.3e-05	9.1e-05	1.5e-05	7.5e-05	0.000482	6.8e-05	7.2e-05	1.3e-05	8.8e-05	0	2.9e-05	0.00022	6.8e-05	7.5e-05	3.3e-05	2.4e-05	3.5e-05	0	0	0.000122	4.1e-05	0	7.7e-05	1.7e-05	0	2e-06	7.1e-05	0	1.6e-05	6e-06	0	2.4e-05	2.6e-05	0	9e-06	1.9e-05	0	0	0	0	0
Argentina	0.140444	0.088381	0.082369	0.064354	0.064524	0.043831	0.027612	0.031243	0.022481	0.028707	0.022932	0.019194	0.011017	0.01834	0.011324	0.00745	0.017752	0.012318	0.010567	0.009766	0.011849	0.009606	0.017881	0.006796	0.010241	0.011266	0.011358	0.01054	0.02381	0.00728	0.005995	0.009479	0.007868	0.004024	0.005605	0.009261	0.004837	0.003124	0.006969	0.002268	0.00498	0.002168	0.00229	0.003794	0.002409	0.003457	0.002994	0.002355	0.001196	0.001849	0.002761	0.001486	0.001416	0.001091	0.002895	0.001612	0.006189	0.001615	0.000403	0.001902	0.000195	0.002657	0.002328	0.001091	0.00184	0.000958	0.000949	0.000248	0.00012	0.000832	0.000391	0.000582	0.001381	0.001274	0.000294	0.00262	0.000627	5.2e-05	0.000263	0.001448	0.000156	6.6e-05	0.000831	0.001108	0.000721	0.000322	0.000658	0.000467	0.000711	0.000554	0.000483	0.000888	0.000275	0.001222	0.000757	0.000301	0.00026	0.000445	3.5e-05	0.000242	3e-06	0.000235	0.000443	0.00016	0.000363	6e-06	0.000243	0.000249	0.000112	0.000378	8.6e-05	0.00028	0.000233	0.000378	2.4e-05	5e-06	8.3e-05	0.0001	0.00026	0.000132	2.1e-05	9.4e-05	0.000345	8e-05	3.9e-05	1.9e-05	0.000112	6e-06	5.5e-05	0	0.000156	0.000311	3.9e-05	6.9e-05	0.000102	0	0	0.000104	7.1e-05	3.5e-05	0.000163	1.1e-05	0	8e-06	8.4e-05	0	1.7e-05	1e-05	0	2e-06	1e-06	0	9e-06	1.4e-05	0	0	0	0	0
Norway	0.091759	0.104254	0.084875	0.083564	0.051064	0.040403	0.048513	0.024479	0.02783	0.021545	0.028998	0.021613	0.02612	0.015944	0.022286	0.013403	0.015052	0.012411	0.014216	0.018684	0.012397	0.009349	0.008323	0.014744	0.00809	0.008199	0.007312	0.005227	0.002723	0.007735	0.007971	0.007317	0.005887	0.006634	0.00682	0.004383	0.006584	0.006384	0.003847	0.003873	0.003838	0.006376	0.002071	0.003559	0.003154	0.003514	0.002904	0.002065	0.002292	0.003728	0.003483	0.002712	0.001665	0.001997	0.002249	0.001376	0.000818	0.001717	0.001328	0.001042	0.001206	0.001856	0.00126	0.001417	0.001422	0.001204	0.000666	0.000504	0.000206	0.000874	0.000365	0.00112	0.001229	0.001031	0.000882	0.000439	0.000196	0.000922	0.000788	0.00072	0.001119	0.000216	0.000743	0.000431	0.000613	0.000637	0.000287	0.00088	0.000453	0.00048	0.000872	0.0005	0.000517	0.000644	0.000438	0.000713	0.000489	0.000402	2.5e-05	2.6e-05	0.00048	0.00053	0.00114	0.000255	0.000239	1.9e-05	0.00029	0.000103	0.000228	0.000135	0.000144	0.000237	0.000377	0.000645	2.3e-05	0.000154	0.000403	0.000129	0.000192	0.000359	1.9e-05	8.9e-05	6.8e-05	8.9e-05	6.2e-05	3.1e-05	0.000118	2.9e-05	0.000207	0.000787	0.000105	8.8e-05	5.2e-05	5.8e-05	8.8e-05	0.0	7e-06	5e-05	3.5e-05	0	6.8e-05	2.8e-05	5e-06	6e-06	4e-05	0	2.8e-05	5e-05	0	1.7e-05	3.4e-05	0	3.4e-05	4.4e-05	1.5e-05	2e-06	0	0	0
Ecuador	0.126554	0.115251	0.068285	0.064841	0.061824	0.042217	0.022318	0.02503	0.020547	0.030942	0.02707	0.016414	0.01375	0.013705	0.012017	0.005826	0.017865	0.00861	0.009903	0.015153	0.009534	0.011759	0.013896	0.008033	0.008664	0.00837	0.006617	0.00808	0.05671	0.006946	0.006569	0.006436	0.006126	0.004573	0.006026	0.011773	0.004403	0.00248	0.006658	0.002168	0.003429	0.00229	0.003719	0.003777	0.002791	0.003249	0.003489	0.002433	0.001189	0.002151	0.002154	0.002191	0.001182	0.000392	0.002282	0.001937	0.004782	0.001559	0.001087	0.001687	0.000293	0.004705	0.001708	0.001641	0.001152	0.000551	0.00132	0.000158	0.000235	0.000955	0.000576	0.000527	0.000855	0.000905	0.000411	0.005153	0.000722	5.8e-05	0.000298	0.000553	0.000488	0.000208	0.000788	0.001176	0.00084	0.000508	0.000918	0.000353	0.000343	0.000571	0.000577	0.000495	0.00031	0.000505	0.000598	0.000363	0.000237	0.000402	8.6e-05	0.000201	0	0.000228	0.000215	0.000186	0.000377	0.000342	0.000203	0.000351	0.000141	0.000162	0.00013	0.000148	0.000229	0.00012	8.4e-05	0.000195	1e-05	0.000105	0.000336	0.000256	2.1e-05	0.000133	1.8e-05	0.00011	5.9e-05	1e-06	0.00011	6e-06	4e-06	0	8.4e-05	7.2e-05	1.3e-05	6.4e-05	3.7e-05	0	0	7.8e-05	2.4e-05	0.000546	4.9e-05	1.4e-05	0	5.6e-05	8.9e-05	0	1.7e-05	1.2e-05	0	5e-06	3e-06	0	9e-06	1.8e-05	0	0	0	0	0
Czech Republic	0.107568	0.079374	0.087363	0.086801	0.067118	0.040435	0.037244	0.031371	0.026601	0.030037	0.021355	0.018832	0.012286	0.013589	0.01392	0.020129	0.018629	0.015322	0.017423	0.012514	0.011065	0.013069	0.009361	0.00748	0.009752	0.010861	0.007848	0.008824	0.001613	0.008078	0.007633	0.006016	0.006223	0.006278	0.005071	0.003553	0.007556	0.005176	0.005082	0.004642	0.003581	0.001801	0.003603	0.002783	0.00232	0.004989	0.002162	0.003252	0.003824	0.002703	0.003468	0.001609	0.00234	0.001316	0.002284	0.002625	0.00219	0.00208	0.002765	0.001365	0.001975	0.000715	0.001415	0.001284	0.001577	0.001327	0.000515	0.000218	0.000929	0.000934	0.001414	0.001993	0.001284	0.000934	0.001353	0.000304	0.000707	0.001483	0.001271	0.000599	0.001037	0.00177	0.000834	0.00035	0.000985	0.000999	0.000821	0.000588	0.000575	0.000647	0.00057	0.000506	0.000642	0.000529	0.000544	0.000535	0.000884	0.000492	0.000111	0.00038	0.000302	0.000281	0.000353	0.000344	0.000431	0.000422	0.000137	0.000295	0.00033	0.000113	0.000263	0.00019	0.000222	0.000188	0.000261	0.000254	0.000272	0.000201	0.000219	0.000126	0.000251	5.7e-05	0.000112	8.5e-05	0.000277	0.000528	9.6e-05	2e-05	0.00018	0	6.7e-05	4.4e-05	1.4e-05	8e-05	5.7e-05	0	2e-06	8.2e-05	3.2e-05	0	6.5e-05	0.000108	0	3.8e-05	4e-05	0.000159	2.7e-05	2.2e-05	0	2.4e-05	3.6e-05	0.0	2.1e-05	1.7e-05	0	0	0	0	0
Israel	0.114195	0.070581	0.091079	0.070424	0.066557	0.047948	0.040711	0.033255	0.027101	0.029559	0.017506	0.020055	0.021654	0.017405	0.015148	0.01353	0.017253	0.018789	0.009927	0.007429	0.013934	0.011897	0.010699	0.011923	0.012223	0.007663	0.013075	0.008623	0.001369	0.007622	0.004765	0.013278	0.005743	0.00512	0.003967	0.00415	0.005194	0.005584	0.00714	0.002995	0.005708	0.003073	0.003184	0.00241	0.002563	0.002541	0.003937	0.003254	0.001537	0.001638	0.003171	0.001813	0.002412	0.003747	0.002465	0.002119	0.001643	0.00198	0.002094	0.001632	0.001402	0.000648	0.001878	0.001681	0.00199	0.001341	0.001531	0.000346	0.000629	0.000915	0.00082	0.000708	0.000859	0.001785	0.000585	0.000285	0.00068	0.000637	0.000562	0.001284	0.000366	0.000822	0.000638	0.001048	0.000771	0.000487	0.000733	0.000963	0.000861	0.000728	0.000396	0.00092	0.000779	0.00058	0.000773	0.000364	0.000287	0.000492	9.2e-05	0.000254	0.000836	0.00031	0.000353	0.000295	0.000279	0.000279	0.000175	0.000308	0.000154	0.000432	0.00021	0.000402	0.000309	0.000116	0	6e-06	0.000225	0.000114	0.00016	0.000102	5.4e-05	8.8e-05	0.000319	5.5e-05	4.8e-05	1.6e-05	9.8e-05	0.000107	0.000144	0	0.000254	0.000121	9.4e-05	8.6e-05	5.1e-05	0	4e-06	7.8e-05	5.1e-05	2.4e-05	4.6e-05	2.8e-05	0	3.1e-05	7.3e-05	1e-06	2.3e-05	1.7e-05	0	1.3e-05	0	4e-06	9e-06	1.2e-05	0	0	0	0	0
Australia	0.090781	0.148102	0.09092	0.101607	0.045041	0.028741	0.028744	0.019771	0.005949	0.016307	0.032401	0.008237	0.03175	0.002678	0.02992	0.003211	0.011719	0.022732	0.000501	0.0258	0.000342	0.006195	0.014575	0.017341	0.001422	0.023559	0.003503	0.002956	0	0.005723	0.017477	0.001114	0.012436	0	0.015466	0.000652	0.006465	0.00258	0.002915	0.013237	0.001032	0.000744	0.005449	0.025598	0.002284	0.004153	0.004991	0.013709	0	0	0.001712	0.004536	0.001674	0	0	0	0	0	0.00256	0.000685	0	0	0.00211	0.000952	0.000533	0.001543	0	0	0	0	0	0	0.00033	0.000271	0	0	0.000328	0	0	0.000757	0.015558	0	0	0	0.0014	0	0.000273	0.000177	0.000744	0.003153	6.9e-05	0.001372	0	0.000357	0	0.000375	0	0	0	0.000375	0	0	0	0.000339	0	0	0.000173	0.00015	0	0	0	0	0.000233	0.000974	0.001105	0	0.000212	0.001138	0	0	0	0	0.000109	0.001216	0	0	0	0	0	0	0	8.6e-05	0	0.000411	0	0	0	0.000287	0	0	0	0	0	0	0	0	0	0.000425	0	0.000142	0.000285	0	0	0	0	0	0	0	0
Lebanon	0.074576	0.079155	0.091261	0.095284	0.054222	0.030716	0.043684	0.026166	0.024874	0.020543	0.022279	0.021518	0.018823	0.032003	0.019702	0.0283	0.01205	0.018951	0.022642	0.013709	0.012895	0.012142	0.007233	0.011519	0.007875	0.004828	0.006883	0.005447	0.002778	0.007793	0.006603	0.007712	0.006364	0.00699	0.005775	0.005364	0.004806	0.006478	0.003595	0.004318	0.002739	0.003176	0.003017	0.002639	0.002998	0.001983	0.002369	0.002891	0.004566	0.004128	0.002502	0.003816	0.004014	0.004541	0.001582	0.001826	0.000996	0.001861	0.001634	0.002496	0.002165	0.001698	0.00116	0.00166	0.001266	0.002074	0.002874	0.002123	0.001627	0.00099	0.002159	0.002167	8.6e-05	0.000987	0.00178	0.000313	0.000554	0.00201	0.00159	0.001416	0.000381	0.002704	0.000994	0.001376	0.00073	0.001368	0.000918	0.000808	0.000441	0.000767	0.000226	0.000491	0.000567	0.000341	0.000389	0.000469	0.001152	0.00041	0.000711	0.00099	0.000774	0.000385	0.000227	0.000519	0.000132	0.000769	0.00038	0.000201	0.000411	0.000453	0.000455	0.000215	0.000181	4.1e-05	7.7e-05	0.000359	3.5e-05	9.2e-05	7.5e-05	0.00012	0.000328	0.000277	4.9e-05	0.000103	9.3e-05	0.000121	0.000152	0.000152	2e-05	3.2e-05	9.6e-05	6.4e-05	0.000266	7.4e-05	2.2e-05	0.000182	4.6e-05	4.4e-05	4.3e-05	0	8.5e-05	0.000204	0.000174	5.4e-05	6.7e-05	0.000227	2.1e-05	4.1e-05	0.000232	5.2e-05	2e-06	4.2e-05	1e-05	1.5e-05	1e-06	9e-06	6.6e-05	0	0
Singapore	0.075331	0.130162	0.11249	0.088069	0.059966	0.022704	0.043349	0.032505	0.035448	0.022292	0.027197	0.032423	0.021667	0.01919	0.026768	0.015808	0.005862	0.013115	0.013655	0.016788	0.009006	0.002391	0.007183	0.012993	0.007561	0.006135	0.006622	0.00724	0.002523	0.001115	0.007942	0.002619	0.007419	0.007053	0.008099	0.004311	0.004669	0.00789	0.002541	0.002072	0.002061	0.003441	0.005042	0.002502	0.005012	0.002161	0.002714	0.000467	0.003128	0.003399	0.002641	0.003569	0.001873	2e-05	0.00123	0.000552	0.001031	0.000465	0.000173	0.000267	0.000366	0.00086	0.001264	0.001405	0.00084	0.001155	0.000665	7.1e-05	7.4e-05	7.2e-05	1.8e-05	0.000822	0.000281	0.000633	0.001243	0.000522	0.000301	0.00053	0.001135	0.000719	0.000919	1.1e-05	0.00068	0.000532	0.000209	0.000848	0.000333	0.000788	0.000609	4.1e-05	0.000216	0.000442	0	0.000294	0.000402	0.000671	0.000373	0.000185	2.4e-05	2.4e-05	0	0.000312	0.000384	0.000229	0.000127	0	0.000314	0.000207	0.000294	0.000152	9.9e-05	0.000209	0.000118	0.000146	0.000117	0.000997	1.6e-05	0.000147	6e-05	0.000116	1.7e-05	8.9e-05	2.4e-05	0.000148	5.8e-05	5e-06	0.000113	0	0	0.00045	1.3e-05	3.3e-05	5.3e-05	1.6e-05	2.1e-05	0	0	4.3e-05	1.8e-05	0	6.7e-05	1.3e-05	0	3.8e-05	4e-05	0	1.7e-05	1.9e-05	0	4.2e-05	0	0	1.9e-05	2.3e-05	0	0	9e-06	0	0
Iceland	0.079453	0.073696	0.098123	0.093159	0.054887	0.03906	0.046184	0.032847	0.033508	0.020654	0.018452	0.023091	0.027866	0.024307	0.015658	0.021018	0.009665	0.024771	0.018005	0.009487	0.012724	0.005802	0.011382	0.016711	0.011697	0.005607	0.012681	0.006923	0.00113	0.003891	0.006867	0.00681	0.006874	0.007331	0.005422	0.004755	0.011827	0.007073	0.004721	0.004657	0.005828	0.004062	0.00131	0.00355	0.002826	0.002311	0.003083	0.001748	0.003464	0.004386	0.003649	0.00106	0.002375	0.000606	0.002389	0.001073	0.000763	0.001732	0.000113	0.000332	0.000335	0.00081	0.001871	0.001836	0.001375	0.0016	0.000439	0.000226	1.8e-05	0.000823	0.000122	0.001043	0.000729	0.001273	0.001382	0.00027	0.000189	0.000421	0.001221	0.001632	3.7e-05	0	0.000931	0.000865	0.000431	0.001125	0.000617	0.001141	0.000872	0.000348	0.000467	0.000817	0.000167	0.000467	0.000454	0.000456	0.00055	0.000406	0.000186	0.000264	0.000131	0.00036	0.000463	0.000311	0.000271	0.000246	0.000245	0.000137	0.000336	0.000372	6e-05	0.000405	0.000302	5.3e-05	1e-06	7e-06	0.000109	6.9e-05	0.00012	9.9e-05	0.000293	0.000126	0.000571	3.9e-05	5.5e-05	3.2e-05	0.000162	1e-06	4.2e-05	0	7.6e-05	0.000127	5.4e-05	4.9e-05	3.5e-05	0	0	6.8e-05	6.6e-05	0	8.2e-05	2.1e-05	1.2e-05	0.0	8.1e-05	7.2e-05	1.8e-05	1.5e-05	0	2.9e-05	1.6e-05	0	1.1e-05	1.1e-05	1.6e-05	0	0	0	0
