tag key	38	86	114	90	12	13	53	55	108	14	4	67	118	19	40	119	60	144	43	44	51	141	46	36	104	74	138	123	48	10	129	52	126	49	133	130	62	132	96	66	35	110	33	34	23	131	99	88	57	78	1	125	81	9	89	140	20	80	111	107	122	7	5	106	124	8	102	121	143	94	2	37	18	128	64	25	145	127	139	112	68	29	69	27	79	39	93	26	61	24	82	21	63	15	113	54	97	103	45	91	151	95	41	101	116	70	84	17	22	3	100	50	30	76	137	109	11	87	75	105	115	32	73	136	92	6	98	72	58	42	71	28	142	134	47	152	154	59	65	120	85	16	150	56	83	153	117	77	156	147	146	148	135	31	155	149	157	159	158
tag name	rock	pop	indie	electronic	alternative	classic rock	folk	indie rock	soul	alternative rock	dance	indie pop	rap	jazz	acoustic	ambient	hard rock	experimental	classical	house	blues	metal	new wave	hip hop	funk	punk	psychedelic	britpop	latin	heavy metal	electro	progressive rock	synthpop	dubstep	electropop	reggae	oldies	indie folk	grunge	techno	psychedelic rock	country	emo	disco	rnb	punk rock	soft rock	thrash metal	contemporary classical	swing	folk rock	trance	trip hop	progressive metal	glam rock	alternative metal	ska	industrial	metalcore	death metal	melodic death metal	black metal	post punk	romantic	blues rock	post rock	world music	doom metal	gothic metal	industrial metal	power metal	soundtracks	stoner rock	art rock	modern classical	brutal death metal	gothic rock	new age	neoclassical	avant garde	screamo	symphonic metal	baroque	fusion	nu metal	minimalism	acid jazz	art pop	noise	speed metal	rockabilly	experimental rock	groove metal	rock n roll	funk rock	alternative pop	orchestral	industrial rock	chanson francaise	chanson	progressive death metal	bluegrass	gospel	nu jazz	crossover	folk metal	smooth jazz	post grunge	minimalist	jazz fusion	melodic metal	psychedelic folk	country rock	hardcore punk	christian rock	a cappella	sludge	post hardcore	glam metal	grindcore	viking metal	opera	krautrock	ballads	dnb	neofolk	classical music	technical death metal	sludge metal	musicals	prog rock	jazz rock	contemporary jazz	trash metal	stoner metal	symphonic black metal	melodic black metal	british rock	avantgarde	flamenco	classical guitar	symphonic	atmospheric black metal	modern rock	jazz funk	pagan metal	mathcore	post metal	medieval	electroacoustic	folk punk	death doom metal	choral	crust punk	progressive black metal	ambient black metal	renaissance	early music	pagan black metal
Iran, Islamic Republic of	0.085078	0.095958	0.059889	0.063458	0.045154	0.043209	0.041619	0.01436	0.016844	0.020608	0.019432	0.010819	0.009845	0.015732	0.021806	0.038614	0.019351	0.0155	0.045938	0.010072	0.012654	0.017446	0.006593	0.005364	0.004449	0.003964	0.006317	0.005063	0.003642	0.0115	0.003966	0.022729	0.003353	0.002809	0.002502	0.002071	0.005661	0.00512	0.004192	0.004158	0.003659	0.012216	0.001735	0.003816	0.001964	0.00173	0.003078	0.004009	0.011083	0.001335	0.001995	0.004626	0.001777	0.007439	0.001973	0.002283	0.000469	0.002131	0.001558	0.004329	0.003983	0.003231	0.000825	0.005333	0.001722	0.003314	0.003574	0.006568	0.003621	0.001167	0.002665	0.002683	0.000402	0.001999	0.004591	0.000891	0.002144	0.006268	0.00443	0.001431	0.000324	0.003103	0.002427	0.001383	0.000793	0.002863	0.000378	0.000464	0.000388	0.001042	0.001057	0.0005	0.001349	0.000538	0.000393	0.000404	0.001821	0.000632	0.000625	0.00153	0.001103	0.000787	0.000249	0.000269	0.000234	0.000989	0.000134	0.000241	0.00086	0.000194	0.000523	6.5e-05	0.000664	4.5e-05	9e-06	5e-06	0.000478	8.5e-05	0.000367	0.000141	0.000475	0.002043	0.000346	0.00012	1.2e-05	0.000925	0.000416	0.000301	0.000168	4e-06	0.000395	6.9e-05	0.000453	0.0001	4.7e-05	0.000108	7.6e-05	4.6e-05	6.7e-05	0.000878	5.9e-05	0.000262	0.000411	6.5e-05	2.2e-05	2.3e-05	1.8e-05	0.000143	0.000321	0.000542	1.3e-05	0.000258	0.000188	1.8e-05	1.9e-05	1.4e-05	0.000125	2.4e-05	0
Macedonia, the Former Yugoslav Republic of	0.090477	0.059344	0.078197	0.089753	0.060288	0.037947	0.030795	0.026297	0.024946	0.023714	0.016875	0.015678	0.01522	0.029336	0.011863	0.029946	0.014872	0.025542	0.017275	0.007814	0.015265	0.014202	0.019337	0.009521	0.010688	0.01008	0.012139	0.007278	0.001725	0.009004	0.005413	0.010569	0.006543	0.006192	0.003687	0.005169	0.005016	0.003445	0.006011	0.005558	0.005258	0.002951	0.001426	0.003157	0.00204	0.003915	0.002065	0.005681	0.003005	0.00261	0.002074	0.001226	0.00314	0.005419	0.002572	0.002023	0.003455	0.004515	0.000782	0.004178	0.002603	0.002227	0.003872	0.00141	0.001489	0.002069	0.001468	0.002916	0.00149	0.001365	0.001036	0.00148	0.001911	0.001569	0.00108	0.000304	0.002661	0.002356	0.001129	0.002439	5.5e-05	0.001402	0.000607	0.001396	0.000717	0.001158	0.001535	0.000964	0.00152	0.000985	0.00048	0.001055	0.00099	0.000439	0.000531	0.00034	0.000573	0.000809	0.0002	0.000583	0.001051	0.000213	0.000315	0.000632	0.000299	0.000224	0.000402	0.000153	0.000341	0.000609	0.000236	0.000359	0.000207	0.00034	6.9e-05	4e-06	0.000781	8e-05	0.000129	0.000358	4e-05	9.7e-05	0.000958	3.9e-05	6.7e-05	0.000557	0.00013	0.00037	0.000296	0	0.000149	0.000157	0.000185	0.000132	0.000396	0.000469	0.000185	6.6e-05	0.000417	0	8.7e-05	5.9e-05	6.9e-05	1.2e-05	7.6e-05	3.3e-05	2.8e-05	5.5e-05	7.9e-05	2e-05	1.3e-05	4.4e-05	9e-06	1.4e-05	2e-05	4.9e-05	0	0	2.5e-05
Slovenia	0.105304	0.066823	0.089855	0.079486	0.063727	0.04327	0.036385	0.034004	0.025119	0.028059	0.018706	0.019349	0.016063	0.018958	0.013649	0.01822	0.01705	0.020194	0.012243	0.010206	0.014052	0.012461	0.013152	0.009841	0.010142	0.013777	0.010601	0.008385	0.001483	0.007964	0.006254	0.009634	0.00665	0.005615	0.004719	0.006169	0.005532	0.005327	0.005781	0.003602	0.004783	0.002789	0.002865	0.002589	0.002135	0.004543	0.002623	0.00337	0.00245	0.002615	0.002895	0.001568	0.002227	0.003688	0.002646	0.001966	0.002463	0.003304	0.001207	0.002471	0.002113	0.001757	0.001981	0.000847	0.001675	0.001959	0.000554	0.001153	0.000613	0.001104	0.000613	0.001082	0.00199	0.001283	0.00096	0.000252	0.000877	0.001247	0.000889	0.001417	0.000356	0.001106	0.000549	0.000677	0.000778	0.000702	0.000897	0.000815	0.001049	0.000692	0.000592	0.000782	0.000616	0.000695	0.000492	0.00032	0.00046	0.000571	4.1e-05	0.000561	0.000708	0.000268	0.00029	0.00039	0.000347	0.000254	0.000251	0.000231	0.000242	0.000317	0.000397	0.000361	0.000256	0.00076	1.7e-05	6e-06	0.000682	0.000225	0.00019	0.000101	0.000357	9.1e-05	0.000356	7.7e-05	0.000113	0.000107	8.3e-05	0.000141	0.000271	0	0.000149	9.1e-05	4.4e-05	8.6e-05	0.000265	0.000136	7.6e-05	7.6e-05	0.0002	0	8.7e-05	4.5e-05	0.000296	4.1e-05	7.6e-05	1.8e-05	3.1e-05	7.9e-05	0	1.9e-05	2.7e-05	8e-06	7e-06	1.6e-05	2e-05	1e-05	0	0	0
Guatemala	0.124408	0.110692	0.065966	0.065983	0.063639	0.038449	0.019521	0.023683	0.019851	0.033845	0.026732	0.016313	0.016099	0.013638	0.011027	0.007366	0.021293	0.007911	0.013937	0.016756	0.008413	0.015551	0.01154	0.009247	0.007133	0.008274	0.005264	0.007419	0.049799	0.009361	0.007026	0.006662	0.005263	0.005109	0.005398	0.013348	0.003939	0.002149	0.007425	0.002401	0.002893	0.002026	0.00439	0.002665	0.002892	0.0031	0.003253	0.003482	0.00143	0.002636	0.001652	0.002945	0.001286	0.00149	0.002005	0.002848	0.004203	0.001986	0.001904	0.001891	0.00043	0.004478	0.001342	0.00204	0.001083	0.000672	0.000934	0.000247	0.000348	0.001312	0.000955	0.000609	0.000808	0.000759	0.000461	0.004866	0.000796	0.000221	0.000492	0.00051	0.000746	0.000819	0.001052	0.000528	0.001151	0.000519	0.000905	0.000359	0.000277	0.000748	0.000339	0.000428	0.000534	0.000466	0.000522	0.000356	0.000272	0.000473	2.3e-05	2.3e-05	5.3e-05	0.000225	0.000162	0.00019	0.000425	0.000512	0.000237	0.000509	0.000174	9.9e-05	0.000169	0.000129	0.0002	0.00015	0.000527	0.000561	0.000172	0.000146	0.000477	0.000364	1.8e-05	0.000511	1.2e-05	0.000115	6.2e-05	0	0.000152	1.2e-05	0.000107	0	7.3e-05	5.9e-05	1.1e-05	8.8e-05	5e-05	0	0	6e-05	2e-05	8.6e-05	3.9e-05	3.3e-05	0	9.5e-05	4.7e-05	0	2.4e-05	2.3e-05	0	4e-06	6e-06	0	1.1e-05	1.7e-05	0	0	0	0	0
China	0.076544	0.185004	0.090701	0.070925	0.054652	0.025648	0.042239	0.02628	0.034765	0.018288	0.026361	0.024237	0.019184	0.020619	0.02174	0.018515	0.00565	0.011757	0.024898	0.012425	0.010065	0.002621	0.006808	0.01172	0.006744	0.005107	0.005813	0.009209	0.002912	0.001498	0.005252	0.002225	0.005935	0.005274	0.006427	0.003231	0.005377	0.005666	0.002003	0.002179	0.002283	0.01201	0.002925	0.002297	0.005479	0.001883	0.002752	0.00072	0.004653	0.002628	0.002263	0.002415	0.001582	0.000129	0.001558	0.000373	0.000549	0.000859	0.000117	0.000818	0.000397	0.000874	0.001211	0.002516	0.000923	0.00154	0.00075	7.8e-05	0.000324	0.000323	0.000282	0.002387	0.000328	0.000694	0.001545	0.000842	0.000388	0.002137	0.001778	0.0007	0.000318	0.000464	0.001074	0.00059	0.000207	0.001077	0.000209	0.000749	0.000592	0.000102	0.000307	0.00043	0	0.000467	0.000359	0.00078	0.001083	0.000242	3.5e-05	8.4e-05	0	0.000284	0.000337	0.000159	9.5e-05	0	0.000314	0.000118	0.000362	0.000137	0.000144	0.000173	0.000514	0.00011	3.1e-05	0.000569	3e-06	7.1e-05	5.2e-05	0.000117	1.7e-05	0.000363	3.9e-05	0.000553	6.2e-05	8e-06	0.000189	0	0	0.000327	1.9e-05	4.5e-05	0.000133	1.9e-05	2.1e-05	0	0	5.5e-05	3.7e-05	0	7.9e-05	0.000217	0	7e-06	2.9e-05	0	1.7e-05	6e-06	1.6e-05	5.4e-05	1e-06	0	1.8e-05	2.4e-05	0	0	0	0	0
Bosnia and Herzegovina	0.103757	0.07982	0.082002	0.078065	0.06333	0.03776	0.031828	0.0292	0.02722	0.026742	0.020813	0.017414	0.021233	0.016544	0.012748	0.015507	0.017675	0.016324	0.011897	0.011238	0.013245	0.016553	0.016429	0.011752	0.010428	0.009689	0.008864	0.007776	0.00292	0.011075	0.006017	0.009524	0.006519	0.006168	0.004504	0.006401	0.00439	0.004241	0.006567	0.003804	0.004447	0.002921	0.002162	0.002433	0.002621	0.004383	0.002288	0.005968	0.001738	0.001647	0.002402	0.001428	0.002512	0.004937	0.002385	0.002418	0.001621	0.003032	0.002596	0.004738	0.003732	0.001379	0.002137	0.000848	0.001899	0.001417	0.001696	0.002281	0.001453	0.001645	0.001979	0.001029	0.001994	0.001437	0.000582	0.000393	0.002023	0.001265	0.000664	0.001123	0.000276	0.000975	0.000516	0.000555	0.000872	0.00051	0.000987	0.000817	0.000801	0.00115	0.000547	0.00073	0.001271	0.000462	0.000487	0.000419	0.000415	0.000687	0.000118	0.000294	0.000975	0.000283	0.000265	0.000408	0.000376	0.000271	0.000207	0.000199	0.000193	0.000232	0.000316	0.000252	0.000205	0.000278	0	4e-06	0.000806	0.000156	0.000213	0.000237	0.000345	8e-05	0.000305	5.4e-05	8.9e-05	7.4e-05	0.000109	0.00037	0.000352	0	0.000133	0.000104	2.3e-05	0.00024	0.000411	0.0	6e-06	7.6e-05	5.9e-05	4.2e-05	6.3e-05	4.3e-05	3.2e-05	1.8e-05	5.4e-05	7.5e-05	4.4e-05	3.4e-05	1.7e-05	7e-06	0.000139	2.8e-05	8e-06	1.1e-05	0	7.5e-05	0	0	0
Armenia	0.105693	0.074037	0.073047	0.070651	0.059396	0.042931	0.032613	0.024987	0.026491	0.026758	0.019159	0.013867	0.017089	0.023531	0.015472	0.019776	0.018779	0.012387	0.027551	0.011091	0.017744	0.017113	0.008286	0.008576	0.008067	0.005973	0.006717	0.007562	0.00236	0.010151	0.005984	0.014807	0.005041	0.004874	0.003468	0.004151	0.006023	0.003598	0.004556	0.005058	0.004028	0.004128	0.002281	0.00238	0.002342	0.002274	0.002261	0.00378	0.004274	0.003264	0.002127	0.002677	0.001915	0.006656	0.002203	0.002917	0.0019	0.002525	0.001587	0.004386	0.003579	0.003697	0.001471	0.003747	0.002245	0.001356	0.000651	0.004611	0.004175	0.001445	0.001658	0.001496	0.000865	0.001723	0.001688	0.000816	0.001996	0.002131	0.00142	0.001305	0.000363	0.00302	0.001586	0.000924	0.000854	0.001183	0.00082	0.000451	0.000304	0.000803	0.000541	0.000586	0.001035	0.000524	0.000467	0.000339	0.000854	0.000551	0.001111	0.001844	0.001004	0.000386	0.000333	0.000376	0.000273	0.001909	0.000288	0.000251	0.000383	0.000334	0.00038	0.000163	0.00023	3e-05	0.000292	5.8e-05	0.000167	0.000137	0.000191	0.00013	0.001144	0.000623	5.8e-05	0.000116	4.7e-05	0.000708	0.000287	0.000229	0.000106	0	0.000251	9.3e-05	0.000246	9.8e-05	4.6e-05	0.000407	0.000553	6.5e-05	9.7e-05	2.5e-05	9.4e-05	0.000146	0.000278	7.1e-05	5.2e-05	0.000411	3.4e-05	7.1e-05	0.000277	3e-05	1.2e-05	0.000189	0.000107	4e-06	5.8e-05	1.1e-05	0	3e-06	0
Puerto Rico	0.097962	0.091351	0.080531	0.081152	0.0618	0.035467	0.020996	0.029579	0.022594	0.027559	0.022505	0.022873	0.028779	0.017455	0.010573	0.014585	0.015302	0.016823	0.011246	0.01188	0.008136	0.011617	0.01378	0.016666	0.007924	0.008442	0.009705	0.004998	0.046731	0.006707	0.007172	0.006742	0.008781	0.006686	0.005457	0.008712	0.004224	0.002942	0.005458	0.00201	0.003356	0.002273	0.004361	0.00247	0.003388	0.002852	0.003063	0.002599	0.002232	0.002808	0.00168	0.002298	0.002035	0.001448	0.001845	0.00179	0.003135	0.001752	0.001928	0.001693	0.000328	0.003874	0.001861	0.001101	0.000752	0.001157	0.00103	0.000275	0.000332	0.000924	0.000177	0.000825	0.000783	0.000996	0.000793	0.003978	0.000685	9.3e-05	0.000771	0.000972	0.000541	4.5e-05	0.00073	0.000753	0.000804	0.0007	0.000445	0.000676	0.000939	0.000608	0.000234	0.000611	0.000269	0.00037	0.000461	0.000446	0.000369	0.000489	2.3e-05	2.3e-05	0.000181	0.000252	0.000182	0.00023	0.000302	0	0.000202	0.000294	0.000217	0.000314	8.8e-05	0.00027	0.000139	0.000226	3.5e-05	0.000447	0.000234	0.00018	0.000261	0.000164	1.6e-05	8.9e-05	5.3e-05	8.5e-05	0.000119	0.0	9.6e-05	2e-06	0.000156	0.000129	0.000113	7.5e-05	3.5e-05	7.3e-05	5.4e-05	0	0	4.6e-05	2.9e-05	1.8e-05	8.4e-05	1.2e-05	0	3.3e-05	0.000158	0	2.6e-05	1.6e-05	0	1.3e-05	1e-06	0	9e-06	1.8e-05	0	0	0	0	0
Belgium	0.095417	0.079142	0.097672	0.086965	0.063621	0.041253	0.045179	0.033687	0.037133	0.024439	0.022741	0.01908	0.015438	0.022871	0.017065	0.016428	0.011555	0.016876	0.014106	0.013324	0.014353	0.005789	0.013371	0.00971	0.011681	0.006884	0.00979	0.007827	0.00316	0.004018	0.008459	0.004868	0.00602	0.006878	0.004402	0.004597	0.007365	0.007712	0.004487	0.004712	0.003802	0.003411	0.00163	0.00394	0.002856	0.002163	0.00312	0.000955	0.003195	0.002925	0.002978	0.001814	0.0025	0.000544	0.002284	0.001266	0.001454	0.001599	0.000624	0.000226	0.000387	0.000651	0.001846	0.001168	0.002166	0.001341	0.000657	0.000151	5.4e-05	0.0008	0.000179	0.000987	0.001858	0.00115	0.001219	0.000256	0.000423	0.000625	0.001097	0.001189	0.00027	8e-06	0.000838	0.000774	0.000514	0.000993	0.000674	0.000792	0.000703	0.00027	0.000646	0.000651	1.2e-05	0.000481	0.000488	0.00073	0.000411	0.000363	0.001607	0.001672	0	0.000461	0.000423	0.000385	0.000285	0	0.000432	0.000145	0.000321	0.000324	9e-05	0.00031	0.000323	8.3e-05	2.3e-05	5e-06	5.8e-05	0.000124	7.5e-05	0.000114	1.5e-05	0.0001	0.000275	7.3e-05	0.000155	1.3e-05	0.000111	0	3.9e-05	0	6.9e-05	0.0001	7.7e-05	3.3e-05	4.1e-05	0	0	7.1e-05	5.1e-05	0	7.5e-05	1.6e-05	0.0	8e-06	7.2e-05	0	2.1e-05	6e-06	0	3.5e-05	0	0	1e-05	1.4e-05	0	0	0	0	0
Thailand	0.090204	0.126102	0.10498	0.082679	0.064498	0.027261	0.036939	0.034705	0.037717	0.026439	0.027449	0.027649	0.019004	0.017811	0.020569	0.014168	0.007762	0.012144	0.00836	0.014991	0.009642	0.004919	0.009229	0.011546	0.01038	0.006575	0.007384	0.010969	0.002544	0.002303	0.007335	0.002996	0.007149	0.006046	0.006957	0.004217	0.004945	0.006431	0.003556	0.0027	0.002442	0.004202	0.003879	0.003335	0.004928	0.002471	0.003002	0.001147	0.002284	0.002728	0.002359	0.002789	0.00209	6.2e-05	0.001442	0.001159	0.001373	0.001044	0.00119	0.000409	0.000388	0.001057	0.001482	0.000908	0.001088	0.001099	0.000609	0.000103	0.000131	0.000325	0.000128	0.000695	0.000606	0.000702	0.000816	0.000818	0.000532	0.000521	0.000769	0.000662	0.000738	2.1e-05	0.000487	0.00071	0.000553	0.000543	0.00064	0.000623	0.000612	0.000405	0.000251	0.000409	4e-06	0.000318	0.000451	0.000517	0.000262	0.000265	2e-05	2e-05	0	0.000271	0.00037	0.000245	0.000216	0	0.000414	0.000495	0.000207	0.000278	0.00011	0.000203	0.000189	0.000191	8.4e-05	0.000188	8e-06	0.00014	6e-05	0.00013	1.7e-05	4.9e-05	2.7e-05	0.000139	0.000125	9e-06	6.2e-05	0	0	0.000144	2e-05	4.5e-05	6.6e-05	2.3e-05	3e-05	0	0	7.6e-05	2.4e-05	0	4.7e-05	8e-06	0	0.000106	7.4e-05	0	2.3e-05	1.6e-05	0	1.9e-05	0	0	8e-06	9.4e-05	0	0	0	0	0
Germany	0.101938	0.092767	0.099361	0.075429	0.061733	0.039786	0.041392	0.031619	0.027614	0.027452	0.023134	0.018979	0.025959	0.01246	0.020052	0.012044	0.015717	0.009822	0.013799	0.014377	0.011276	0.011272	0.011889	0.017618	0.007593	0.012819	0.005438	0.007099	0.002075	0.00668	0.008051	0.005747	0.005737	0.004487	0.005263	0.00805	0.005877	0.006802	0.004564	0.005961	0.003048	0.0034	0.003789	0.002898	0.002629	0.003607	0.003111	0.002142	0.002737	0.002896	0.002591	0.001704	0.001694	0.0003	0.002048	0.002258	0.001152	0.002007	0.002751	0.000728	0.001376	0.00068	0.00116	0.001276	0.001436	0.000875	0.000457	0.000166	0.000335	0.001145	0.000379	0.001125	0.00123	0.000831	0.00104	0.000295	0.000675	0.000657	0.000942	0.000395	0.000894	0.000562	0.000817	0.000301	0.000938	0.000777	0.000524	0.000378	0.000312	0.000469	0.001053	0.000391	0.000535	0.000528	0.000477	0.000381	0.000464	0.000436	0.000214	0.000156	1.5e-05	0.000325	0.000317	0.000326	0.000516	0.000152	0.000203	0.000246	0.000281	6.6e-05	0.000168	0.000172	0.000243	0.000245	4.2e-05	0.000339	5.2e-05	0.000188	0.000118	0.000128	0.000168	0.0001	0.000127	8.2e-05	6.6e-05	8.3e-05	0.000118	0.0	3.5e-05	0	5.8e-05	4.5e-05	1.6e-05	6.7e-05	4.4e-05	0	0	6.8e-05	6.7e-05	0	5.9e-05	3.6e-05	1e-06	3.1e-05	3.3e-05	4e-06	2.4e-05	7e-06	5.6e-05	1.7e-05	4e-05	0	1.1e-05	1.7e-05	0	0	0	0	0
Hong Kong	0.071849	0.194064	0.095743	0.083141	0.051826	0.021897	0.037293	0.026783	0.035118	0.017693	0.028082	0.026274	0.021596	0.021099	0.022063	0.016515	0.00406	0.012499	0.017996	0.014651	0.009004	0.001894	0.006977	0.013248	0.007747	0.004642	0.006198	0.00846	0.002475	0.000782	0.006623	0.002474	0.006598	0.006738	0.00705	0.003577	0.004891	0.006646	0.001929	0.002598	0.001971	0.003459	0.003074	0.002454	0.006596	0.001713	0.002664	0.000667	0.003509	0.003359	0.002131	0.003011	0.001947	0.000155	0.001391	0.000331	0.000682	0.000483	0.000125	0.000805	0.000383	0.000952	0.001114	0.002412	0.00077	0.00123	0.000687	5.3e-05	6.4e-05	7.3e-05	1.7e-05	0.001011	0.000178	0.000622	0.001341	0.000687	0.000264	0.000715	0.001224	0.000774	0.000755	8e-06	0.000901	0.000619	0.000191	0.000991	0.000492	0.000685	0.000552	9.9e-05	0.000266	0.000346	5e-06	0.000428	0.000375	0.00082	0.000414	0.000124	3.1e-05	3.4e-05	0	0.000275	0.000341	0.000279	8.6e-05	0	0.000332	0.000116	0.000323	0.00017	0.000153	0.000166	0.000112	0.000189	2.1e-05	0.000886	1.7e-05	0.000128	4.1e-05	0.000118	1.7e-05	0.000136	2.3e-05	0.000387	6.1e-05	9e-06	0.000177	1e-06	0	0.000893	1.5e-05	2.8e-05	5.3e-05	1.6e-05	2.7e-05	0	0	4.9e-05	2.5e-05	0	6.4e-05	1.4e-05	0	3e-06	4.4e-05	0	1.7e-05	1.7e-05	0	3.6e-05	0	0	1.1e-05	2.4e-05	0	0	0	0	0
Poland	0.110345	0.088026	0.079304	0.084822	0.067574	0.04158	0.032296	0.024924	0.030815	0.031812	0.024366	0.017797	0.021201	0.015664	0.014495	0.01546	0.019867	0.013553	0.013265	0.013724	0.012815	0.013471	0.010957	0.011222	0.009068	0.007944	0.006338	0.006085	0.002196	0.008819	0.007194	0.008531	0.006764	0.006161	0.0061	0.00523	0.006619	0.005116	0.005528	0.003807	0.003482	0.002689	0.002607	0.003328	0.002962	0.004516	0.00331	0.003498	0.002604	0.00281	0.002168	0.001877	0.002355	0.001911	0.00203	0.002589	0.001089	0.002209	0.00233	0.001083	0.001045	0.00086	0.001335	0.000993	0.001777	0.000903	0.000596	0.000574	0.00073	0.001321	0.000854	0.001304	0.001241	0.00111	0.000947	0.000496	0.000618	0.000885	0.000919	0.000557	0.000688	0.001307	0.000597	0.000327	0.000993	0.000672	0.000604	0.000946	0.000366	0.000695	0.000866	0.000405	0.000751	0.000537	0.000537	0.000489	0.000579	0.000474	3.2e-05	2.9e-05	0.000336	0.000319	0.000332	0.000329	0.000707	2e-06	0.000578	0.000285	0.000219	7.1e-05	0.000207	0.000157	0.000188	0.000153	0.000171	0.000374	0.000172	0.000168	0.000222	0.000164	1.8e-05	8.4e-05	4.7e-05	0.000214	7.9e-05	5.9e-05	8.7e-05	2.7e-05	0.000109	0	0.000102	9.5e-05	7e-06	9.5e-05	5.4e-05	0	0	5.6e-05	2.1e-05	0	5e-05	7.2e-05	0	3.9e-05	3.1e-05	5e-06	2.7e-05	4.7e-05	3.3e-05	2.5e-05	0.0	5e-06	8e-06	1.6e-05	0	0	0	0	0
Spain	0.103728	0.085547	0.111619	0.07482	0.064074	0.039644	0.038831	0.039876	0.023205	0.025798	0.021329	0.029868	0.008619	0.015996	0.014446	0.013203	0.014795	0.013791	0.020178	0.010574	0.012168	0.007954	0.011918	0.00527	0.007723	0.009392	0.010815	0.010707	0.011521	0.006037	0.007176	0.005461	0.007151	0.004485	0.006438	0.004004	0.005508	0.005669	0.005023	0.003442	0.004525	0.002817	0.002292	0.003166	0.00222	0.002831	0.002755	0.001668	0.00337	0.002326	0.003106	0.001156	0.001633	0.000451	0.002733	0.001396	0.001195	0.001715	0.000552	0.000893	0.000382	0.001765	0.00248	0.001778	0.001431	0.001343	0.000605	0.000188	7.5e-05	0.000851	0.000256	0.001477	0.001226	0.001001	0.0011	0.001555	0.000531	0.001227	0.001059	0.00083	0.000226	1.4e-05	0.001043	0.000749	0.000593	0.001159	0.000596	0.000647	0.00091	0.000483	0.000694	0.000614	0.000196	0.0007	0.000488	0.000465	0.000731	0.000408	0.000117	0.000369	5e-06	0.000422	0.000348	0.000243	0.000233	0.00023	0.000235	0.00018	0.000341	0.00017	0.000115	0.00033	0.000288	0.000132	0.0	0.000257	0.000141	0.000159	0.000154	0.000105	1.5e-05	0.000131	0.0002	6.7e-05	4.1e-05	2.3e-05	0.000165	0.0	9.1e-05	0	6.1e-05	4.8e-05	2e-05	4.8e-05	5.1e-05	0	0	0.000102	4.7e-05	0.001469	0.000103	3.4e-05	0	7e-06	5e-05	0	2e-05	1e-05	0	3.5e-05	7e-06	0	1.1e-05	1.7e-05	0	0	0	0	0
Moldova, Republic of	0.108596	0.071414	0.073541	0.08825	0.067163	0.035204	0.023768	0.025798	0.020188	0.034295	0.022778	0.015309	0.021308	0.012751	0.011487	0.022437	0.022007	0.015291	0.016494	0.014016	0.010976	0.022022	0.008363	0.010574	0.006663	0.008597	0.005402	0.007814	0.001475	0.012126	0.007185	0.006078	0.006426	0.007947	0.004804	0.004198	0.004728	0.003195	0.005699	0.004919	0.003463	0.002524	0.003632	0.002519	0.002304	0.002904	0.001917	0.005089	0.00348	0.002409	0.001532	0.004728	0.002446	0.003886	0.002015	0.004433	0.002713	0.003778	0.00689	0.003974	0.003801	0.001257	0.001474	0.001325	0.001772	0.00219	0.000646	0.002441	0.003636	0.002968	0.001853	0.001204	0.001179	0.001089	0.001223	0.000354	0.002353	0.001917	0.001296	0.000727	0.001907	0.002807	0.000984	0.000252	0.001532	0.000899	0.000717	0.000533	0.000363	0.000873	0.000786	0.000527	0.001336	0.000506	0.000492	0.000429	0.00078	0.000874	0.00014	0.000133	0.000772	0.000184	0.00023	0.000376	0.000452	0.000647	0.000189	0.00054	0.000312	7.3e-05	0.000431	0.000132	0.00017	0.000167	0.001047	5e-06	0.000374	0.000381	0.000298	0.000128	0.000298	0.000107	2.4e-05	9.1e-05	0.000312	0.000295	0.000125	0.0002	0.000199	0	4.5e-05	4.6e-05	1e-05	0.000129	6.5e-05	3e-06	9e-06	6.5e-05	4.6e-05	0	7.3e-05	0.000203	4.6e-05	0.000131	2.6e-05	0.000211	0.00038	9.2e-05	0.000114	2.1e-05	7e-05	4.4e-05	1e-05	2.7e-05	0	3e-06	0	0	0
